GEO_ID,state,county,county_name,avg_household_size,avg_family_size,pop_in_households,pop_in_school,pop_in_college,attainment_gt_12th,attainment_gt_bachelors,pop_veterans,pop_native,pop_foreign_born,naturalized_citizen,not_citizen,foreign_born_europe,foreign_born_asia,foreign_born_africa,foreign_born_oceania,foreign_born_latin_america,foreign_born_north_america,households_with_computer,households_with_internet,pop_in_labor_force,civilian_labor_force,civilian_labor_force_employed,civilian_labor_force_unemployed,armed_forces,pop_not_in_labor_force,work_commute_drove_alone,work_commute_carpooled,work_commute_public_transport,work_commute_walked,work_commute_other,work_commute_from_home,work_commute_avg_time_minutes,worker_class_private_or_salary,worker_class_government,worker_class_self_employed,worker_class_unpaid_family,median_household_income_dollars,avg_household_income_dollars,pop_noninstitutionalized,pop_with_health_insurance,pop_without_health_insurance,pop_total,pop_male,pop_female,pop_hispanic_alone,pop_white_alone,pop_black_alone,pop_american_indian_alaska_native_alone,pop_native_hawaiian_pacific_islander_alone,pop_other_race_alone,pop_two_or_more_races,pop_citizen_over_18,pop_citizen_over_18_male,pop_citizen_over_18_female,pop_in_school_not_college,attainment_lt_12th_no_diploma
0500000US01001,01,001,"Autauga County, Alabama",2.59,3.17,59465,14033,2773,37799,12061,4842,58385,1562,739,823,562,381,14,0,597,8,22131,21361,27992,26763,26122,641,1229,19829,22790,2162,14,14,254,1799,27.9,19648,5472,991,11,72481,102032,58355,54105,4250,59947,29126,30821,2289,42336,12244,36,5,128,2246,45204,21625,23579,11260.0,3593.0
0500000US01003,01,003,"Baldwin County, Alabama",2.47,3.02,243865,50542,9199,163080,59842,19604,236769,10220,4791,5429,2051,1950,292,79,5269,579,93572,89266,118112,117463,113907,3556,649,82439,89348,6916,99,1348,1721,13035,27.0,89696,15382,8725,104,78775,103378,243859,223666,20193,246989,120360,126629,14276,199426,19824,657,113,1376,8796,190330,91315,99015,41343.0,14548.0
0500000US01005,01,005,"Barbour County, Alabama",2.37,3.01,21592,5018,1080,13763,1872,1413,23839,804,205,599,42,128,3,3,609,19,8235,6890,9275,9256,8535,721,19,11058,7049,747,0,59,61,553,27.1,6012,1907,559,57,46042,66126,21581,19360,2221,24643,12928,11715,1534,10773,11417,26,0,313,435,19027,10180,8847,3938.0,3852.0
0500000US01007,01,007,"Bibb County, Alabama",2.67,3.19,20541,4469,744,13133,1872,1172,21720,410,43,367,51,49,0,0,310,0,7081,6390,9064,9064,7969,1095,0,9166,6740,643,58,64,60,379,31.7,6349,1122,498,0,52541,66481,20552,19138,1414,22130,11749,10381,766,16240,4366,7,0,35,617,17346,9252,8094,3725.0,2832.0
0500000US01009,01,009,"Blount County, Alabama",2.66,3.13,58973,13175,2053,34260,6513,2829,56538,2980,1046,1934,104,69,0,22,2696,89,20748,18851,27396,27388,26019,1369,8,20263,21514,2129,0,155,130,1564,35.8,21056,3169,1684,110,64190,79889,59093,52993,6100,59518,29904,29614,6130,50316,716,73,81,155,1983,43935,21678,22257,11122.0,6914.0
0500000US01011,01,011,"Bullock County, Alabama",2.37,3.14,8738,2463,421,5438,590,426,9752,306,86,220,25,0,9,0,257,15,3106,2512,3394,3394,3149,245,0,4856,2676,309,0,20,32,35,31.8,2347,556,246,0,31310,45506,8769,7731,1038,10058,5476,4582,602,2114,6986,0,0,9,305,7773,4268,3505,2042.0,1831.0
0500000US01013,01,013,"Butler County, Alabama",2.41,3.22,18344,4084,689,11395,1774,925,18197,433,182,251,10,208,0,0,215,0,6964,6282,7744,7741,7240,501,3,7296,6030,583,9,61,53,387,25.0,5947,895,394,4,44755,68109,18380,16124,2256,18630,8647,9983,316,9407,8327,85,0,7,240,14331,6510,7821,3395.0,1708.0
0500000US01015,01,015,"Calhoun County, Alabama",2.48,3.12,111787,28547,8307,67821,16207,6913,112713,3377,1567,1810,658,988,187,32,1450,62,42470,39310,52895,52623,49479,3144,272,41348,41650,3370,111,433,463,2906,25.2,38188,8772,2370,149,55029,73223,114485,102816,11669,116090,56174,59916,5388,80498,25021,194,151,417,3486,89448,42482,46966,20240.0,10665.0
0500000US01017,01,017,"Chambers County, Alabama",2.50,3.09,33523,7300,1535,20333,3621,1933,33487,705,136,569,10,61,12,2,620,0,12289,11034,15210,15118,14341,777,92,12301,11967,1071,48,165,209,624,23.1,11487,1976,823,55,49656,65288,33666,29976,3690,34192,16195,17997,1372,18421,13121,22,3,93,1079,26687,12391,14296,5765.0,3956.0
0500000US01019,01,019,"Cherokee County, Alabama",2.47,3.11,25185,4525,751,15677,3138,1485,24922,521,201,320,252,79,6,26,145,13,9260,8422,10408,10408,10004,404,0,10846,8438,796,64,66,32,437,30.5,7621,1791,536,56,53863,76789,25193,23384,1809,25443,12618,12825,469,22997,964,47,0,18,897,20400,10110,10290,3774.0,3342.0
0500000US01021,01,021,"Chilton County, Alabama",2.55,3.08,45632,9383,1122,26566,5121,1797,43684,2308,798,1510,78,118,43,0,2069,0,16090,14884,20705,20705,19573,1132,0,15173,15421,2016,0,303,185,1233,31.0,15532,2620,1396,25,65603,79550,45696,40606,5090,45992,22446,23546,4707,35126,4328,16,17,415,1183,33572,16306,17266,8261.0,4529.0
0500000US01023,01,023,"Choctaw County, Alabama",2.33,3.08,12252,2353,366,7759,1419,537,12320,60,9,51,0,3,11,0,16,30,4452,3999,4886,4886,4640,246,0,5322,3648,663,0,29,101,105,33.6,3644,748,248,0,47813,66991,12267,11217,1050,12380,5922,6458,144,7007,4645,22,0,6,553,9886,4566,5320,1987.0,1244.0
0500000US01025,01,025,"Clarke County, Alabama",2.63,3.47,22154,4277,805,13629,2371,1229,22291,252,93,159,3,112,0,0,137,0,7047,6206,9259,9252,8402,850,7,9006,7269,377,30,88,182,247,25.1,6743,1139,510,10,49249,75047,22234,20570,1664,22543,10724,11819,275,11524,10054,35,0,135,401,17552,8230,9322,3472.0,2205.0
0500000US01027,01,027,"Clay County, Alabama",2.40,2.86,13964,2731,554,8515,1506,758,14043,149,99,50,0,40,0,5,104,0,5136,4681,5431,5409,5279,130,22,6064,4074,658,45,58,153,295,28.5,3992,881,402,4,55250,70518,13951,12944,1007,14192,6868,7324,465,11195,1818,24,0,18,618,11168,5430,5738,2177.0,1720.0
0500000US01029,01,029,"Cleburne County, Alabama",2.55,3.20,15276,3028,381,9452,1870,913,15321,105,38,67,18,2,0,0,84,1,5383,4544,6226,6145,5987,158,81,6312,5129,480,18,0,24,371,35.3,4983,726,278,0,55345,72378,15204,13867,1337,15426,7752,7674,325,14225,562,24,0,36,236,11984,5951,6033,2647.0,1553.0
0500000US01031,01,031,"Coffee County, Alabama",2.58,3.19,54163,13227,2668,32498,8388,6136,52375,2545,1043,1502,644,422,6,130,1339,4,19421,18217,24733,23071,21897,1174,1662,18615,19352,2232,5,81,393,1004,23.0,15385,4915,1555,42,68353,86186,52676,47205,5471,54920,27295,27625,5396,37067,8549,248,25,113,2896,40299,20049,20250,10559.0,4808.0
0500000US01033,01,033,"Colbert County, Alabama",2.37,3.01,57619,13122,2840,35969,8917,3321,57063,959,444,515,82,79,21,0,771,6,22066,19913,26980,26976,26130,846,4,20147,20703,2467,102,283,207,1846,22.5,20078,4412,1636,4,60628,77445,57670,53114,4556,58022,28097,29925,2049,44720,8991,96,0,111,1775,45275,21458,23817,10282.0,5208.0
0500000US01035,01,035,"Conecuh County, Alabama",2.53,3.41,11184,2040,356,7210,1083,640,11181,94,50,44,0,12,0,0,78,4,3690,3211,3749,3749,3423,326,0,5510,2778,185,0,59,21,228,28.3,2733,448,221,21,41327,61420,11184,10289,895,11275,5263,6012,117,5632,5066,22,0,11,418,8970,4234,4736,1684.0,861.0
0500000US01037,01,037,"Coosa County, Alabama",2.26,2.85,9986,1661,211,6544,1082,630,10253,47,21,26,26,0,0,0,19,2,3923,3567,4160,4143,3886,257,17,4574,3128,314,6,76,41,290,31.5,3124,508,232,22,57355,68037,9971,9214,757,10300,5223,5077,253,6789,3007,7,0,0,215,8479,4274,4205,1450.0,1263.0
0500000US01039,01,039,"Covington County, Alabama",2.53,3.15,37011,7743,1225,22524,4537,2438,37168,460,217,243,100,141,30,0,189,0,13125,12269,15773,15724,14911,813,49,14414,12465,1423,14,124,255,421,25.5,11312,2612,959,28,52456,74062,37128,33637,3491,37628,18151,19477,765,30978,4477,71,0,98,1066,29072,13751,15321,6518.0,3901.0
0500000US01041,01,041,"Crenshaw County, Alabama",2.47,3.25,12939,2755,343,7838,1706,433,12882,240,120,120,26,94,4,0,112,4,4409,3619,5433,5428,5134,294,5,5101,4233,589,6,48,75,144,31.3,3896,806,432,0,48560,70390,12934,11890,1044,13122,6375,6747,288,9161,3093,64,0,4,466,10026,4775,5251,2412.0,1279.0
0500000US01043,01,043,"Cullman County, Alabama",2.53,3.02,89487,19759,3586,54605,12453,4727,88522,2044,678,1366,175,166,0,22,1592,89,32779,30842,42121,42117,40528,1589,4,30488,33098,4400,67,474,75,1687,27.0,32004,5374,3115,35,62656,82606,89754,79928,9826,90566,45188,45378,4563,81036,880,228,18,85,3258,69004,33989,35015,16173.0,8638.0
0500000US01045,01,045,"Dale County, Alabama",2.47,3.14,48781,10964,1840,29121,6862,5071,47850,1749,1028,721,409,458,30,58,749,45,18531,16968,21236,19163,17899,1264,2073,18128,15731,1876,63,364,414,968,22.5,13025,3726,1138,10,54963,74266,47185,42420,4765,49599,24438,25161,3533,32778,10063,103,10,128,2397,37335,18034,19301,9124.0,4520.0
0500000US01047,01,047,"Dallas County, Alabama",2.28,3.14,36424,7880,1200,22063,4402,1816,36165,693,263,430,63,176,198,11,216,29,13951,12845,15272,15272,13599,1673,0,13921,11029,1290,97,182,48,813,26.4,10708,1861,998,32,35627,53885,36567,33585,2982,36858,17125,19733,360,9801,25754,46,0,18,653,27816,12446,15370,6680.0,3113.0
0500000US01049,01,049,"DeKalb County, Alabama",2.73,3.29,71375,16616,2734,38619,6863,3103,66612,5657,1126,4531,201,124,6,0,5275,51,23930,22755,31641,31626,30318,1308,15,25205,24731,3291,5,206,198,1299,24.8,23650,3724,2935,9,51204,68235,71520,60434,11086,72269,36159,36110,12382,55620,975,291,6,412,2447,50740,25007,25733,13882.0,10119.0
0500000US01051,01,051,"Elmore County, Alabama",2.60,3.09,85283,19667,3948,56157,15894,6560,87737,1789,808,981,212,219,124,0,1214,20,31676,30142,43321,42836,40846,1990,485,29088,34121,2815,42,346,327,2974,27.9,30277,8898,1667,4,78243,97745,84814,78266,6548,89526,43623,45903,3034,64263,18857,132,8,80,2702,69280,33170,36110,15719.0,6439.0
0500000US01053,01,053,"Escambia County, Alabama",2.66,3.53,34103,7311,932,21630,3468,2075,36336,293,214,79,74,54,0,13,148,4,11294,10114,13891,13847,12455,1392,44,15301,10899,663,8,60,115,348,24.6,9866,2135,444,10,48225,63473,34155,31004,3151,36629,17970,18659,862,21968,10770,1011,0,94,1759,28243,14110,14133,6379.0,4007.0
0500000US01055,01,055,"Etowah County, Alabama",2.58,3.21,101530,21840,4341,62378,13109,5102,100582,2523,834,1689,246,574,40,5,1570,88,36446,34465,45922,45906,43196,2710,16,37225,36942,3063,109,351,523,1702,25.5,32906,6776,3509,5,54563,73295,101952,90356,11596,103105,50075,53030,5393,78534,15165,116,13,372,2837,78946,37551,41395,17499.0,10103.0
0500000US01057,01,057,"Fayette County, Alabama",2.52,3.19,15755,3650,844,9719,1685,773,15971,82,82,0,11,8,24,0,5,34,5473,5059,6828,6828,6252,576,0,6346,5424,483,0,14,3,174,28.6,4908,967,377,0,49488,72822,15867,14645,1222,16053,7890,8163,150,13362,1777,22,40,37,657,12643,6056,6587,2806.0,1626.0
0500000US01059,01,059,"Franklin County, Alabama",2.65,3.29,31656,7483,1221,17095,3365,1025,28826,3140,943,2197,68,16,0,0,3056,0,10325,8602,14163,14151,13637,514,12,10646,11640,1421,7,14,112,314,26.0,10642,1820,1163,12,53338,68636,31655,27627,4028,31966,15596,16370,6573,23187,1292,23,6,96,767,21961,10588,11373,6262.0,4154.0
0500000US01061,01,061,"Geneva County, Alabama",2.50,3.07,26647,5652,896,16001,2525,2009,26283,604,319,285,29,123,12,3,407,30,9604,8477,11858,11766,11104,662,92,9756,9625,718,0,76,171,416,26.6,8662,1648,783,11,52771,67805,26560,23241,3319,26887,13245,13642,1437,21643,2265,44,5,339,986,20707,10090,10617,4756.0,3063.0
0500000US01063,01,063,"Greene County, Alabama",2.27,3.13,7309,1675,166,4471,778,420,7383,41,40,1,0,3,37,0,1,0,2655,2160,2403,2403,2306,97,0,3561,1941,89,0,35,3,103,29.4,1526,609,171,0,29200,47310,7347,6342,1005,7424,3545,3879,10,1323,6031,9,0,0,48,5821,2689,3132,1509.0,672.0
0500000US01065,01,065,"Hale County, Alabama",2.59,3.78,14639,3218,433,8325,1790,783,14705,124,100,24,43,17,0,0,64,0,4802,4252,5653,5635,5297,338,18,5989,4475,541,18,54,32,116,30.2,3885,1161,247,4,39250,60886,14629,13715,914,14829,7112,7717,195,5645,8103,60,0,0,811,11221,5159,6062,2785.0,1853.0
0500000US01067,01,067,"Henry County, Alabama",2.47,3.13,17436,3232,487,10758,2807,1189,17493,154,75,79,44,19,0,0,91,0,6211,5824,7948,7942,7655,287,6,6478,6412,557,10,8,89,327,27.6,5660,1493,475,27,59931,80432,17452,15862,1590,17647,8476,9171,390,12384,4381,41,0,0,424,13966,6636,7330,2745.0,2107.0
0500000US01069,01,069,"Houston County, Alabama",2.47,3.11,106985,24334,4898,65901,17281,8170,104827,3313,1302,2011,266,898,49,0,2067,33,40370,37464,49851,49539,47308,2231,312,36307,39963,3988,82,276,524,2183,22.1,37581,6622,2933,172,58626,81747,107023,95050,11973,108140,51968,56172,4984,68551,29269,248,45,387,3518,81548,38023,43525,19436.0,9079.0
0500000US01071,01,071,"Jackson County, Alabama",2.41,2.97,52440,10517,1957,31450,6046,3202,52071,982,445,537,70,184,3,25,653,47,20306,19585,22262,22256,21262,994,6,20968,17629,2021,17,176,251,980,27.3,16569,3328,1340,25,51908,70531,52544,47121,5423,53053,26155,26898,1897,46772,1662,208,14,122,2125,41511,20168,21343,8560.0,6522.0
0500000US01073,01,073,"Jefferson County, Alabama",2.40,3.11,646971,164113,43777,413070,164101,29334,635285,32470,10827,21643,2267,9124,3007,451,17148,473,257523,244084,327433,326550,311119,15431,883,204765,237051,25053,1744,4754,3875,34121,24.1,248557,48123,13944,495,66388,99682,660402,598293,62109,667755,316920,350835,36545,317409,281174,785,801,3048,15627,495651,228368,267283,120336.0,39967.0
0500000US01075,01,075,"Lamar County, Alabama",2.67,3.21,13584,2702,287,8109,1171,736,13621,72,24,48,34,7,0,0,31,0,4411,3950,5609,5599,5293,306,10,5380,4171,580,0,50,59,299,25.4,4063,937,293,0,50000,63065,13593,12506,1087,13693,6681,7012,262,11726,1366,25,0,23,285,10615,5171,5444,2415.0,1605.0
0500000US01077,01,077,"Lauderdale County, Alabama",2.36,2.97,92759,22982,8013,59419,19554,5119,93359,2471,750,1721,159,658,91,3,1386,174,36208,33402,46785,46678,44785,1893,107,32314,34948,4633,11,548,541,3431,25.9,34278,8045,2381,81,62649,84306,94802,86483,8319,95830,46050,49780,3317,78710,8649,173,21,321,4046,75607,35918,39689,14969.0,6165.0
0500000US01079,01,079,"Lawrence County, Alabama",2.42,2.92,33044,6781,1171,19929,3567,1962,32830,446,186,260,7,128,0,0,311,0,12091,10759,15268,15268,14969,299,0,11573,12882,1017,8,162,100,616,30.0,11973,1843,1091,62,66071,80069,33044,30395,2649,33276,16441,16835,1044,25122,3110,1237,0,36,2592,25821,12516,13305,5610.0,3515.0
0500000US01081,01,081,"Lee County, Alabama",2.50,3.16,173702,61441,30565,103927,47791,10251,168373,12761,3835,8926,1431,6207,599,42,4326,156,66544,61720,89252,88396,85262,3134,856,58837,66504,6045,579,2179,823,7955,22.3,62456,18640,4116,50,65824,90195,179575,164170,15405,181134,89529,91605,9779,118308,39130,89,57,1047,4885,135079,65274,69805,30876.0,8854.0
0500000US01083,01,083,"Limestone County, Alabama",2.64,3.19,108182,24211,5090,67806,23622,7259,106632,4601,2221,2380,390,1473,120,21,2376,221,38472,36046,53931,53892,52119,1773,39,35883,42141,2804,12,283,396,5704,26.3,40842,8179,3019,79,83629,108289,108206,99736,8470,111233,55730,55503,8295,80405,14108,321,37,543,5629,84352,42326,42026,19121.0,10426.0
0500000US01085,01,085,"Lowndes County, Alabama",2.26,2.83,9668,2096,230,5699,991,518,9778,55,31,24,0,31,20,0,4,0,3709,3104,3693,3686,3434,252,7,4266,2719,197,3,128,60,146,31.4,2525,634,270,5,37052,60874,9661,8925,736,9833,4683,5150,16,2426,7258,11,0,0,122,7671,3559,4112,1866.0,1198.0
0500000US01087,01,087,"Macon County, Alabama",2.22,2.97,16087,5531,3280,9675,2416,986,18402,289,126,163,12,57,45,0,168,7,6319,5724,8295,8287,7600,687,8,7910,5107,817,14,636,193,557,23.7,5685,1495,420,0,43707,63220,18551,16810,1741,18691,8560,10131,408,3137,14488,6,0,20,577,15641,7005,8636,2251.0,1762.0
0500000US01089,01,089,"Madison County, Alabama",2.39,3.06,394068,103944,34765,258757,129444,34400,381576,24142,11549,12593,3736,7857,1565,146,9812,1026,159833,152364,212451,211635,204004,7631,816,115484,152148,13497,321,2128,2660,30262,22.1,156251,37408,9784,561,86499,115432,401432,370451,30981,405718,199843,205875,27577,250071,95562,1459,228,1249,19420,306803,149571,157232,69179.0,20076.0
0500000US01091,01,091,"Marengo County, Alabama",2.36,3.29,18618,4314,770,11050,2506,1392,18546,305,136,169,14,20,0,0,271,0,7001,6163,7750,7750,7433,317,0,7465,6007,597,71,48,180,330,26.4,5788,1293,301,51,43825,70748,18650,16929,1721,18851,8931,9920,506,8349,9576,18,0,0,353,14528,6712,7816,3544.0,1832.0
0500000US01093,01,093,"Marion County, Alabama",2.69,3.49,28526,5853,940,17304,2766,1505,28967,217,71,146,26,59,0,8,124,0,9359,8382,12014,11992,11390,602,22,11812,9290,994,4,39,133,364,25.9,8369,2303,696,22,50088,68942,28568,25518,3050,29184,14445,14739,925,26173,1013,46,18,14,909,22875,11200,11675,4913.0,3552.0
0500000US01095,01,095,"Marshall County, Alabama",2.71,3.24,98653,23009,3629,55645,14129,5716,92797,6951,2115,4836,182,412,98,0,6210,49,34299,32861,43845,43732,42021,1711,113,32575,33618,4749,93,189,279,2663,25.5,32986,6000,2990,45,62571,84886,98736,86936,11800,99748,49455,50293,17192,76257,2478,197,72,179,2774,69423,33639,35784,19380.0,9936.0
0500000US01097,01,097,"Mobile County, Alabama",2.50,3.21,404584,95911,21585,250599,72843,24214,398397,14193,8056,6137,1541,6706,1051,23,4617,255,153533,139490,191437,190406,180384,10022,1031,135680,146233,12326,716,1742,1550,14684,26.1,143391,26569,10151,273,58880,81713,408063,365561,42502,412590,197311,215279,14244,226154,147473,1373,119,1898,12456,310892,145536,165356,74326.0,29885.0
0500000US01099,01,099,"Monroe County, Alabama",2.60,3.44,19171,3895,567,11302,1569,879,19259,129,109,20,1,73,0,0,45,10,6037,5665,7204,7120,6382,738,84,8613,5872,183,30,41,15,218,25.5,5055,994,324,9,42292,58409,19106,17366,1740,19388,9288,10100,45,10390,8127,169,26,0,558,15267,7084,8183,3328.0,2141.0
0500000US01101,01,101,"Montgomery County, Alabama",2.39,3.09,218180,56983,15058,134128,51805,14867,214043,12675,4336,8339,913,6191,1354,20,3899,298,86549,82512,105459,103143,97081,6062,2316,73020,78167,8784,319,1171,1006,7822,21.6,71149,21087,4696,149,59386,83436,220084,197349,22735,226718,106591,120127,11234,67336,133272,95,35,218,6881,165227,75115,90112,41925.0,16194.0
0500000US01103,01,103,"Morgan County, Alabama",2.50,3.11,122393,28432,5404,73306,19867,7714,117603,6868,1726,5142,283,1141,77,48,5223,96,45313,42153,57131,57101,55007,2094,30,41668,44163,4611,119,555,586,3863,24.9,44269,7273,3418,47,68845,89529,122480,109081,13399,124471,61854,62617,13160,89798,15571,321,24,628,4220,90877,43852,47025,23028.0,12056.0
0500000US01105,01,105,"Perry County, Alabama",2.10,2.54,7220,2037,853,4381,831,238,7904,127,19,108,18,0,100,0,0,9,2984,2598,2612,2612,2182,430,0,3978,1728,97,0,87,23,92,28.0,1615,424,143,0,37654,44719,7873,7308,565,8031,3601,4430,17,2236,5720,0,0,0,58,6214,2647,3567,1184.0,890.0
0500000US01107,01,107,"Pickens County, Alabama",2.52,3.39,17058,3702,839,11527,1768,1066,18173,548,67,481,59,0,27,0,452,10,5918,5416,7105,7077,6743,334,28,8509,5817,246,52,12,0,324,32.6,5279,1085,376,3,46274,68757,17089,15815,1274,18721,9446,9275,666,9888,7649,56,0,43,409,14656,7525,7131,2863.0,1989.0
0500000US01109,01,109,"Pike County, Alabama",2.43,3.17,30332,10748,5575,16777,5428,1861,31814,1173,283,890,181,601,35,22,272,62,11450,10223,15359,15340,14779,561,19,12044,12151,889,24,154,232,747,20.3,11025,2898,852,4,48677,71387,32752,29985,2767,32987,15657,17330,902,18009,12233,89,34,46,1058,25762,12036,13726,5173.0,2596.0
0500000US01111,01,111,"Randolph County, Alabama",2.37,2.88,21980,4794,1166,13466,2913,960,22192,318,158,160,44,113,14,0,138,9,8393,7871,9333,9333,8981,352,0,8925,7139,794,85,68,143,603,28.9,7041,1527,413,0,52338,72203,22279,20253,2026,22510,11068,11442,669,16791,3496,28,0,108,1324,17661,8460,9201,3628.0,2402.0
0500000US01113,01,113,"Russell County, Alabama",2.44,3.22,58319,14723,3260,34721,7261,5725,57237,1574,1152,422,206,307,133,8,878,42,21336,19069,25685,24232,22720,1512,1453,20234,18513,1957,201,189,488,2189,26.3,17165,4129,1399,27,51197,67551,56918,50476,6442,58811,27973,30838,3527,25837,26501,76,8,230,2316,44091,20567,23524,11463.0,5179.0
0500000US01115,01,115,"St. Clair County, Alabama",2.63,3.10,92200,20476,3448,58225,14175,4931,92555,1611,891,720,150,407,168,0,886,0,33307,31971,44957,44753,42714,2039,204,30945,33675,2826,0,195,378,4900,30.7,34003,6485,2219,7,77463,91073,92023,85390,6633,94166,46603,47563,2805,78235,9458,294,85,255,2497,72532,35281,37251,17028.0,8082.0
0500000US01117,01,117,"Shelby County, Alabama",2.61,3.10,226364,55886,12586,149914,74279,11229,217498,12713,6073,6640,1127,4130,659,47,6418,332,84403,82246,122104,121815,118318,3497,289,62569,87736,7887,52,767,976,19849,29.5,95594,15954,6473,297,97961,128135,227943,213285,14658,230211,112149,118062,17419,168534,30808,309,92,1270,6823,171591,81968,89623,43300.0,8650.0
0500000US01119,01,119,"Sumter County, Alabama",2.02,2.63,9724,4141,2423,6036,1329,283,11771,107,42,65,18,28,56,0,5,0,4313,3666,4461,4425,3889,536,36,5364,3042,198,6,156,49,353,23.2,2427,1267,195,0,33310,52781,11737,10723,1014,11878,5266,6612,87,3051,8088,13,0,0,615,9520,4058,5462,1718.0,955.0
0500000US01121,01,121,"Talladega County, Alabama",2.31,2.77,77601,17287,4111,49993,9615,4507,79402,1619,548,1071,292,306,12,1,941,67,31024,29332,34728,34507,32151,2356,221,31233,26656,2648,18,279,552,1263,28.0,24992,5582,1515,62,57776,72732,78235,71904,6331,81021,39343,41678,1947,50098,24143,118,15,133,4087,63346,30362,32984,13176.0,8170.0
0500000US01123,01,123,"Tallapoosa County, Alabama",2.35,2.92,40178,8087,1492,25990,6068,2659,40141,797,252,545,124,233,20,0,410,10,15606,14321,18185,18075,17182,893,110,15616,14301,1364,55,120,206,890,25.2,13687,2362,1109,24,59356,78535,40168,36796,3372,40938,19966,20972,1183,27764,9483,102,0,160,1986,32188,15456,16732,6595.0,3862.0
0500000US01125,01,125,"Tuscaloosa County, Alabama",2.47,3.12,222780,76233,38242,131986,46298,11674,226494,11058,4027,7031,1612,3097,1209,0,4851,289,85628,79808,120693,120525,113502,7023,168,73518,87297,11108,774,2344,1253,8236,23.3,85617,23341,4356,188,66231,87929,235544,219809,15735,237552,114597,122955,13198,139860,73087,425,17,420,6750,182501,85767,96734,37991.0,12257.0
0500000US01127,01,127,"Walker County, Alabama",2.51,3.12,63838,14134,2215,37706,7413,2704,63852,989,228,761,66,179,0,0,737,7,23349,21515,27528,27474,26133,1341,54,24242,21889,2534,62,254,402,801,31.2,21405,3502,1181,45,56509,70976,63953,57784,6169,64841,31699,33142,2435,55914,4070,52,0,243,1857,49382,23631,25751,11919.0,7059.0
0500000US01129,01,129,"Washington County, Alabama",2.52,2.91,15020,2695,473,9561,1810,706,15100,43,12,31,31,12,0,0,0,0,5105,4839,6139,6126,5828,298,13,6423,4838,453,8,24,34,445,34.3,4536,1062,230,0,61042,82685,15018,13990,1028,15143,7604,7539,159,9843,3642,1011,0,53,408,12083,5939,6144,2222.0,1110.0
0500000US01131,01,131,"Wilcox County, Alabama",2.59,3.52,9982,2084,314,5659,900,432,10132,40,6,34,4,6,0,0,30,0,3295,3046,3989,3989,3520,469,0,4196,2734,303,27,15,111,171,28.3,2540,773,187,20,40640,65212,9989,9121,868,10172,4939,5233,3,2801,7121,0,0,0,246,7883,3698,4185,1770.0,1292.0
0500000US01133,01,133,"Winston County, Alabama",2.48,2.90,23329,4182,524,13228,2435,1027,23191,491,138,353,46,44,0,0,401,0,8344,7708,10315,10276,9908,368,39,9195,7524,1454,0,96,151,624,28.2,8066,1249,554,39,57256,72668,23359,21274,2085,23682,11851,11831,880,21409,237,18,0,0,1065,18453,9038,9415,3658.0,3831.0
0500000US02013,02,013,"Aleutians East Borough, Alaska",2.29,3.02,2397,599,187,2253,474,142,2670,821,316,505,130,479,65,7,140,0,968,670,2382,2358,2161,197,24,687,601,208,0,1037,36,244,5.6,1520,488,148,5,65365,80883,3466,2233,1233,3491,2125,1366,303,590,104,1388,27,27,388,2498,1564,934,412.0,341.0
0500000US02016,02,016,"Aleutians West Census Area, Alaska",3.50,4.58,3344,677,267,3808,752,295,2982,2253,993,1260,267,1414,254,30,288,0,899,818,4136,4061,3886,175,75,653,1628,443,0,1299,38,309,6.4,3135,636,107,8,135500,152179,5083,4141,942,5235,3718,1517,715,1266,369,381,87,0,349,3542,2690,852,410.0,393.0
0500000US02020,02,020,"Anchorage Municipality, Alaska",2.59,3.23,281402,67027,15605,181512,74549,23058,257547,31429,20624,10805,3600,16859,1116,2936,5807,1111,106381,102677,159048,148419,141618,6801,10629,68807,104338,18110,2115,3947,4441,16274,18.8,100795,33411,7131,281,103284,132200,275688,248522,27166,288976,147639,141337,27445,156623,13941,20177,8885,2636,30959,211546,108725,102821,51422.0,11352.0
0500000US02050,02,050,"Bethel Census Area, Alaska",3.63,4.29,17547,5426,399,8329,1296,817,18072,322,198,124,52,171,33,0,60,6,4660,4099,7836,7779,6539,1240,57,4788,1451,749,23,1945,1784,456,7.4,3106,3248,184,1,73996,95078,18104,15930,2174,18394,9793,8601,270,1529,228,15297,0,0,782,11888,6422,5466,5027.0,1804.0
0500000US02060,02,060,"Bristol Bay Borough, Alaska",2.30,2.96,670,117,25,715,154,57,814,104,41,63,33,70,1,0,0,0,276,252,539,527,504,23,12,250,264,38,31,73,73,36,9.2,327,153,16,8,95625,124111,897,710,187,918,587,331,46,446,5,191,11,15,112,718,455,263,92.0,21.0
0500000US02063,02,063,"Chugach Census Area, Alaska",2.25,2.77,6431,1618,443,4634,1511,444,6461,401,223,178,48,226,57,14,32,24,2801,2772,3880,3631,3287,344,249,1646,2295,338,0,569,142,145,9.2,1969,1005,258,55,90509,112444,6526,5784,742,6862,3654,3208,326,4830,106,313,55,85,806,5253,2963,2290,1175.0,177.0
0500000US02066,02,066,"Copper River Census Area, Alaska",2.15,2.83,2591,671,106,1661,429,289,2599,27,22,5,3,12,0,4,8,0,1125,1029,1092,1084,1032,52,8,910,706,47,1,93,61,94,29.4,473,491,45,23,79250,95712,2618,2267,351,2626,1330,1296,151,1397,5,820,18,0,215,1931,1032,899,565.0,174.0
