GEO_ID,state,county,county_name,avg_household_size,avg_family_size,pop_in_households,pop_in_school,pop_in_college,attainment_gt_12th,attainment_gt_bachelors,pop_veterans,pop_native,pop_foreign_born,naturalized_citizen,not_citizen,foreign_born_europe,foreign_born_asia,foreign_born_africa,foreign_born_oceania,foreign_born_latin_america,foreign_born_north_america,households_with_computer,households_with_internet,pop_in_labor_force,civilian_labor_force,civilian_labor_force_employed,civilian_labor_force_unemployed,armed_forces,pop_not_in_labor_force,work_commute_drove_alone,work_commute_carpooled,work_commute_public_transport,work_commute_walked,work_commute_other,work_commute_from_home,work_commute_avg_time_minutes,worker_class_private_or_salary,worker_class_government,worker_class_self_employed,worker_class_unpaid_family,median_household_income_dollars,avg_household_income_dollars,pop_noninstitutionalized,pop_with_health_insurance,pop_without_health_insurance,pop_total,pop_male,pop_female,pop_hispanic_alone,pop_white_alone,pop_black_alone,pop_american_indian_alaska_native_alone,pop_native_hawaiian_pacific_islander_alone,pop_other_race_alone,pop_two_or_more_races,pop_citizen_over_18,pop_citizen_over_18_male,pop_citizen_over_18_female,pop_in_school_not_college,attainment_lt_12th_no_diploma
0500000US13241,13,241,"Rabun County, Georgia",2.24,2.74,17055,2833,556,12146,4205,1261,16166,1146,454,692,150,150,6,0,773,67,7233,6918,7734,7727,7624,103,7,7137,5251,910,0,128,64,1207,23.1,5828,947,812,37,67493,97747,17158,14766,2392,17312,8530,8782,1525,15008,134,0,0,16,477,13872,6751,7121,2277.0,1302.0
0500000US13243,13,243,"Randolph County, Georgia",2.23,3.20,5987,1795,472,3566,673,171,6181,15,8,7,2,5,0,0,8,0,2224,2190,2628,2577,2295,282,51,1994,1746,382,15,57,1,61,24.8,1566,556,173,0,28380,46489,6080,5596,484,6196,2571,3625,261,1659,4174,0,0,13,84,4514,1928,2586,1323.0,546.0
0500000US13245,13,245,"Richmond County, Georgia",2.57,3.39,196801,50751,13865,119919,33510,17087,198261,7808,4078,3730,1137,2445,598,170,3198,260,72617,67184,102422,95771,87602,8169,6651,61660,70080,6468,1239,2279,3256,8344,21.4,66839,17211,3450,102,55637,77351,194987,172034,22953,206069,99526,106543,11922,64720,114839,106,358,1221,9641,155380,73447,81933,36886.0,16587.0
0500000US13247,13,247,"Rockdale County, Georgia",2.74,3.31,94462,24910,5465,58539,20743,6256,85115,10166,5975,4191,342,1367,1007,36,7361,53,33468,32083,49184,48991,46103,2888,193,26689,33495,4367,102,455,787,6164,33.7,36427,7609,1979,88,77247,100790,94406,82056,12350,95281,44789,50492,10369,22840,54752,44,0,700,5074,68804,31396,37408,19445.0,5573.0
0500000US13249,13,249,"Schley County, Georgia",2.75,3.37,4513,1299,330,2680,688,230,4498,15,8,7,6,0,2,0,7,0,1521,1388,1983,1983,1832,151,0,1567,1382,208,0,28,4,210,29.3,1550,215,44,23,56875,78440,4513,4055,458,4513,2160,2353,65,3729,657,0,0,0,62,3394,1520,1874,969.0,421.0
0500000US13251,13,251,"Screven County, Georgia",2.81,3.56,13848,2701,397,9010,1541,912,13950,180,81,99,25,0,0,0,141,14,4512,4219,6344,6329,6037,292,15,5131,4663,660,33,55,28,417,30.7,4675,975,357,30,52792,74988,13868,12082,1786,14130,6745,7385,375,7792,5517,3,0,0,443,11121,5325,5796,2304.0,1450.0
0500000US13253,13,253,"Seminole County, Georgia",2.40,2.87,9052,1731,244,6015,912,413,9079,77,16,61,8,43,0,0,26,0,3176,2594,3569,3569,3356,213,0,3976,2834,264,0,79,104,57,24.1,2433,584,339,0,49495,70691,9062,7725,1337,9156,4336,4820,284,5664,3063,14,0,0,88,7259,3374,3885,1487.0,802.0
0500000US13255,13,255,"Spalding County, Georgia",2.57,3.17,67972,14828,2491,40500,8745,4495,66085,2807,1316,1491,220,646,123,12,1806,0,24802,23365,31053,31009,28746,2263,44,23677,22371,3037,37,248,412,2024,25.7,23252,3621,1804,69,62071,95451,68113,59044,9069,68892,32755,36137,4229,36779,24653,19,24,439,2086,51484,23846,27638,12337.0,6847.0
0500000US13257,13,257,"Stephens County, Georgia",2.48,3.05,26084,5757,1478,15853,2820,1736,26076,936,371,565,122,121,75,0,606,12,10014,9091,12519,12519,11848,671,0,9463,9411,974,6,315,65,905,23.8,9155,1593,1100,0,54754,69096,26795,22887,3908,27012,12938,14074,1068,21765,2197,0,19,0,1679,20748,9857,10891,4279.0,2779.0
0500000US13259,13,259,"Stewart County, Georgia",2.20,3.30,3904,701,182,3166,504,257,4668,201,88,113,8,0,0,0,193,0,1421,1199,1584,1584,1497,87,0,2761,1406,34,12,5,0,9,25.8,1165,311,15,6,33250,55335,3904,3023,881,4869,3169,1700,206,1234,3294,72,0,0,53,4164,2768,1396,519.0,793.0
0500000US13261,13,261,"Sumter County, Georgia",2.49,3.20,27347,8164,2828,15708,3968,1297,27817,1244,506,738,178,324,36,0,693,13,10160,9300,13277,13269,12644,625,8,9894,9377,1282,0,346,536,948,19.9,9443,2392,784,25,42653,68394,28365,24406,3959,29061,13541,15520,1812,11185,14485,51,1,31,1118,21819,10095,11724,5336.0,2821.0
0500000US13263,13,263,"Talbot County, Georgia",2.26,2.86,5713,1047,233,3582,526,482,5736,6,6,0,2,4,0,0,0,0,2081,1891,2252,2242,2168,74,10,2607,1607,231,0,7,106,192,42.9,1672,430,55,11,41597,64675,5703,5028,675,5742,2726,3016,36,2319,3083,1,0,36,263,4796,2278,2518,814.0,764.0
0500000US13265,13,265,"Taliaferro County, Georgia",2.63,3.10,1547,229,20,1004,138,101,1537,21,13,8,2,4,0,0,15,0,476,412,646,646,614,32,0,648,491,55,0,7,0,61,32.8,381,187,46,0,52500,65742,1547,1383,164,1558,710,848,68,614,715,0,5,42,113,1259,538,721,209.0,146.0
0500000US13267,13,267,"Tattnall County, Georgia",2.61,3.34,19928,5154,1023,13908,2587,1450,22963,1245,430,815,76,95,67,0,1007,0,6841,6355,9368,9283,8663,620,85,10610,6327,1412,61,232,256,286,28.1,6011,1951,620,81,50747,67842,19893,17118,2775,24208,13984,10224,2595,13874,6474,60,0,208,811,18524,10887,7637,4131.0,2894.0
0500000US13269,13,269,"Taylor County, Georgia",2.37,3.01,7543,1530,284,4547,1002,529,7674,112,51,61,69,23,0,0,20,0,2813,2425,3018,3015,2938,77,3,3439,2188,182,41,5,47,170,32.7,2055,765,118,0,41788,59918,7636,6852,784,7786,3789,3997,77,4557,2944,31,0,0,154,6187,2858,3329,1246.0,1169.0
0500000US13271,13,271,"Telfair County, Georgia",2.87,3.54,9611,2270,660,6763,878,577,11076,755,119,636,1,17,53,0,663,21,2854,2659,3591,3583,3395,188,8,6530,2979,200,0,7,0,169,27.2,2689,548,140,18,50929,63431,9623,7629,1994,11831,6478,5353,1776,5716,4196,2,0,0,124,9288,5205,4083,1610.0,1922.0
0500000US13273,13,273,"Terrell County, Georgia",2.53,3.12,8563,2027,224,4938,807,471,8724,126,63,63,18,4,9,0,77,18,2963,2822,3508,3508,3364,144,0,3488,2212,491,0,122,37,405,22.6,2577,562,223,2,46171,69546,8563,7318,1245,8850,4434,4416,234,3245,5302,0,2,3,51,6812,3259,3553,1803.0,1236.0
0500000US13275,13,275,"Thomas County, Georgia",2.42,3.08,45208,10637,1844,27875,7100,2413,44550,1227,596,631,138,230,110,23,697,29,17288,16332,22581,22501,21235,1266,80,13607,15962,2912,54,101,148,1622,20.1,16801,3175,1209,50,60736,81177,45357,40009,5348,45777,21686,24091,1792,26092,15995,92,23,327,1052,34380,15792,18588,8793.0,3396.0
0500000US13277,13,277,"Tift County, Georgia",2.52,3.11,39406,10968,3170,23574,5714,1553,39000,2438,554,1884,62,435,35,0,1906,0,13920,12249,18158,18075,17566,509,83,14249,14076,1959,16,335,277,879,21.6,14414,2621,466,65,53255,76766,40881,34967,5914,41438,20083,21355,5472,21901,12240,47,1,100,1138,29395,13854,15541,7798.0,3668.0
0500000US13279,13,279,"Toombs County, Georgia",2.55,3.21,26543,7109,1318,14737,3212,1219,25381,1721,305,1416,110,212,0,0,1399,0,9683,8662,11775,11775,11258,517,0,9009,8471,1384,25,408,131,447,21.2,8825,1603,795,35,52621,68602,26799,22519,4280,27102,12806,14296,3271,15593,6396,92,0,21,1499,18655,8323,10332,5791.0,2702.0
0500000US13281,13,281,"Towns County, Georgia",2.03,2.51,12044,2330,932,9167,3077,1084,12661,252,88,164,133,0,0,0,85,34,5519,5276,4791,4787,4565,222,4,6769,3132,427,0,250,72,610,23.7,3277,675,588,25,59135,91656,12768,11306,1462,12913,6282,6631,421,11990,187,5,1,0,303,11130,5340,5790,1398.0,749.0
0500000US13283,13,283,"Treutlen County, Georgia",2.63,3.28,5941,1425,304,3194,509,225,6295,81,14,67,61,9,0,5,6,0,1892,1725,2783,2783,2568,215,0,2462,2026,358,9,0,0,125,30.0,1808,669,73,18,55518,71842,6067,5292,775,6376,3434,2942,93,3952,1948,95,0,10,269,4916,2614,2302,1121.0,1096.0
0500000US13285,13,285,"Troup County, Georgia",2.56,3.14,68862,16999,2982,41970,11200,3383,67144,3186,917,2269,215,1361,32,0,1505,73,25075,23817,33968,33922,32125,1797,46,20970,24878,3086,33,488,476,2735,23.1,26039,4390,1695,1,56776,84010,68990,62420,6570,70330,33691,36639,3315,37890,25301,51,7,111,2031,51190,23851,27339,14017.0,5171.0
0500000US13287,13,287,"Turner County, Georgia",2.62,3.66,8635,2121,381,4517,580,329,8772,167,65,102,0,0,0,0,163,4,2821,2393,3778,3768,3308,460,10,3183,2381,378,29,18,57,397,24.5,2372,650,286,0,36799,56849,8692,7547,1145,8939,4156,4783,429,4822,3258,8,0,13,409,6598,2999,3599,1740.0,1380.0
0500000US13289,13,289,"Twiggs County, Georgia",2.66,3.39,7687,1427,164,4656,626,688,7698,105,17,88,0,41,0,0,64,0,2606,2202,2982,2982,2870,112,0,3648,2229,291,0,37,41,224,27.9,1896,688,286,0,56324,79860,7695,6575,1120,7803,3983,3820,88,4277,3075,33,0,38,216,6248,3024,3224,1263.0,1301.0
0500000US13291,13,291,"Union County, Georgia",2.24,2.67,25762,3821,540,18428,5606,2554,25587,717,270,447,209,107,0,0,307,94,10760,10430,10349,10328,10055,273,21,12545,7878,682,0,41,65,1088,21.8,8009,1036,1010,0,66176,94627,25763,22238,3525,26304,13041,13263,1000,24334,181,6,0,0,690,21971,10792,11179,3281.0,2443.0
0500000US13293,13,293,"Upson County, Georgia",2.61,3.27,27627,6199,1049,16571,2995,1693,27615,414,308,106,18,88,0,18,248,42,9547,8956,12269,12229,11753,476,40,10143,10030,792,3,402,98,360,26.3,9238,1952,556,7,55429,78039,27611,24197,3414,28029,13429,14600,744,18625,7228,23,72,7,1263,21526,10017,11509,5150.0,2775.0
0500000US13295,13,295,"Walker County, Georgia",2.55,3.09,67124,14395,2831,42619,10446,3468,67857,905,406,499,103,282,42,0,377,101,24807,23271,32739,32679,31417,1262,60,23063,23473,3415,14,149,206,3465,29.4,25055,4158,2140,64,59469,81031,67156,58710,8446,68762,33973,34789,1967,61377,2032,186,12,96,2793,53710,26133,27577,11564.0,6352.0
0500000US13297,13,297,"Walton County, Georgia",2.86,3.31,102380,24405,4025,61118,17080,5740,97012,6301,4070,2231,867,1160,1092,12,3123,47,34313,32613,51507,51494,48750,2744,13,30269,36476,3826,249,262,730,6309,34.4,38199,7623,2866,62,84945,104167,102402,91488,10914,103313,50798,52515,6859,70150,19354,168,69,789,4535,76504,36621,39883,20380.0,8613.0
0500000US13299,13,299,"Ware County, Georgia",2.59,3.48,33574,8430,1247,20078,3490,1683,34661,1315,307,1008,61,376,255,0,563,60,12036,10093,13949,13943,13125,818,6,13990,10976,1041,31,56,286,582,20.6,10088,2276,737,24,47448,59518,33840,28168,5672,35976,17967,18009,1828,22002,10691,48,19,147,779,26164,12932,13232,7183.0,4141.0
0500000US13301,13,301,"Warren County, Georgia",2.43,3.13,5086,871,83,2886,464,256,5157,13,5,8,5,7,0,0,1,0,1739,1326,2286,2286,2057,229,0,1910,1723,142,4,42,62,42,28.1,1694,281,82,0,44289,56071,5105,4712,393,5170,2473,2697,58,2028,2895,0,0,0,182,4111,1943,2168,788.0,885.0
0500000US13303,13,303,"Washington County, Georgia",2.46,3.10,18048,4237,647,11791,2369,978,19620,229,37,192,22,21,6,0,179,1,6559,6081,8403,8403,7731,672,0,7695,5701,1105,15,54,114,414,23.3,5660,1684,356,31,46023,66355,18123,15676,2447,19849,10208,9641,428,8275,10549,5,0,38,447,15456,7872,7584,3590.0,2216.0
0500000US13305,13,305,"Wayne County, Georgia",2.62,3.26,29008,6825,817,18101,3385,1509,29689,1260,288,972,51,372,9,0,828,0,10303,9323,12598,12527,11626,901,71,11803,8764,1901,25,109,216,522,28.0,8720,1621,1274,11,53427,67341,29007,23194,5813,30949,15387,15562,1937,21743,6036,24,12,26,769,22655,11458,11197,6008.0,2789.0
0500000US13307,13,307,"Webster County, Georgia",2.82,3.81,2379,479,171,1593,159,121,2305,76,12,64,0,0,0,0,76,0,703,610,1179,1179,1130,49,0,883,921,117,13,12,0,36,33.8,755,272,73,30,46792,58210,2379,1868,511,2381,1242,1139,105,922,1336,0,0,0,18,1978,1123,855,308.0,201.0
0500000US13309,13,309,"Wheeler County, Georgia",3.79,4.92,6118,1409,322,3695,469,510,7250,85,45,40,12,0,25,0,48,0,1468,1348,2482,2482,2357,125,0,3905,2179,53,51,24,15,27,25.5,1986,263,108,0,40539,53198,6118,4673,1445,7335,4734,2601,319,4145,2711,27,0,1,132,6141,4088,2053,1087.0,977.0
0500000US13311,13,311,"White County, Georgia",2.63,3.03,28236,6122,1576,17416,4925,1862,28097,713,381,332,181,59,4,0,435,34,10309,9592,13292,13188,12690,498,104,10628,9956,711,0,232,173,1518,30.4,9605,2187,863,35,70666,92243,28522,25202,3320,28810,14123,14687,1091,25611,538,34,0,271,1100,22980,11099,11881,4546.0,3126.0
0500000US13313,13,313,"Whitfield County, Georgia",2.78,3.31,102299,24864,5185,51357,13736,3484,84467,19131,7250,11881,155,1037,124,0,17670,145,34567,32517,51001,50993,48347,2646,8,29983,39413,5230,94,251,666,2218,21.8,40223,4989,3005,130,67070,87834,102758,84165,18593,103598,51798,51800,38573,57517,3473,7,22,97,2417,66870,32956,33914,19679.0,16536.0
0500000US13315,13,315,"Wilcox County, Georgia",2.68,3.26,7016,1787,384,5146,998,293,8672,126,27,99,0,4,15,0,107,0,2351,2011,2823,2815,2659,156,8,4503,2050,185,13,14,120,241,35.0,1781,705,156,17,54138,69985,7031,6071,960,8798,5301,3497,331,5196,2825,4,14,19,409,7028,4292,2736,1403.0,1355.0
0500000US13317,13,317,"Wilkes County, Georgia",2.28,2.99,9427,1904,313,5874,1205,540,9190,359,146,213,43,90,0,0,226,0,3456,2775,3746,3746,3688,58,0,4002,3026,416,10,31,14,106,32.6,2767,598,257,66,52043,74862,9451,8007,1444,9549,4696,4853,463,4925,3762,14,0,13,255,7432,3462,3970,1591.0,1251.0
0500000US13319,13,319,"Wilkinson County, Georgia",2.49,3.23,8632,1935,249,5376,746,312,8603,144,61,83,4,50,3,0,87,0,3195,2725,3701,3701,3523,178,0,3365,2789,426,6,55,46,132,26.9,2815,526,182,0,45465,59154,8638,7770,868,8747,4234,4513,290,4867,3298,0,0,109,136,6754,3163,3591,1686.0,705.0
0500000US13321,13,321,"Worth County, Georgia",2.62,3.14,20282,4153,829,12377,1699,1186,20098,353,232,121,77,123,0,0,153,0,7071,5767,9017,9006,8385,621,11,7308,6907,491,64,89,273,500,28.4,6417,1273,694,1,58694,70946,20287,17748,2539,20451,9758,10693,495,13539,5132,40,2,73,1012,15782,7472,8310,3324.0,2094.0
0500000US15001,15,001,"Hawaii County, Hawaii",2.74,3.29,203199,42795,10132,139379,47001,11933,181485,24284,12050,12234,2571,13813,477,4530,1972,921,70775,67450,94862,94449,88781,5668,413,73107,58954,12816,590,1601,1971,10460,27.4,61196,17858,9460,267,78639,106719,204208,194947,9261,205769,102165,103604,24003,61616,1590,336,24128,1322,51179,152476,75220,77256,32663.0,10199.0
0500000US15003,15,003,"Honolulu County, Hawaii",2.85,3.41,966915,227985,69896,659511,272319,64756,805149,195997,123634,72363,7304,156093,1554,21214,7179,2653,326583,313083,532141,484193,461470,22723,47948,284540,314929,68400,24476,25859,17682,45468,26.7,325938,108797,25893,842,106195,136601,945630,914681,30949,1001146,505293,495853,94340,171807,21973,948,90659,3261,201574,729457,372325,357132,158089.0,48490.0
0500000US15005,15,005,"Kalawao County, Hawaii",1.15,1.80,46,0,0,54,15,2,64,3,3,0,0,0,0,0,3,0,40,36,49,49,49,0,0,18,29,0,7,10,0,3,16.8,27,19,3,0,73750,68740,66,63,3,67,45,22,9,13,0,12,10,0,11,67,45,22,0.0,13.0
0500000US15007,15,007,"Kauai County, Hawaii",3.09,3.62,72982,15723,2694,49696,16064,3711,63114,10617,5950,4667,690,8157,106,831,530,303,22914,22287,38421,38228,36757,1471,193,21344,25040,5021,474,868,408,2988,22.4,26499,6524,3599,135,97668,126466,73016,70126,2890,73731,36550,37181,7804,21155,576,64,6985,311,14705,53752,26670,27082,13029.0,3699.0
0500000US15009,15,009,"Maui County, Hawaii",2.90,3.39,161940,31867,5420,111082,36900,7295,136422,28100,15814,12286,2086,19930,375,1642,2673,1394,53512,50360,85289,84775,80121,4654,514,48465,54867,10357,1068,1624,2152,7985,23.0,61053,11670,7170,228,97161,131649,162888,156132,6756,164522,81946,82576,17435,47768,1368,172,15810,560,35779,118803,58603,60200,26447.0,8074.0
0500000US16001,16,001,"Ada County, Idaho",2.49,3.01,505235,127667,33951,341520,160043,31500,486820,32115,17366,14749,6293,11709,2681,309,9205,1918,198515,191905,276001,275145,266507,8638,856,143232,181940,18599,912,5509,7109,48650,21.2,209671,37964,18418,454,91502,124631,509534,476686,32848,518935,261454,257481,50948,419728,6536,1316,935,2751,22506,392086,196726,195360,93716.0,17341.0
0500000US16003,16,003,"Adams County, Idaho",2.63,3.23,4676,704,72,3387,788,308,4722,22,5,17,5,0,0,0,17,0,1628,1364,1893,1893,1752,141,0,2107,1230,174,0,63,2,256,19.7,1118,369,259,6,61808,90162,4717,4158,559,4744,2430,2314,235,4128,9,96,2,0,274,3900,2053,1847,632.0,260.0
0500000US16005,16,005,"Bannock County, Idaho",2.58,3.28,86721,25205,7861,54143,17703,4610,86436,3018,1401,1617,477,1213,103,75,900,250,32106,29780,44048,43942,42041,1901,106,25723,30917,3626,459,865,718,4698,17.6,31303,8380,2332,26,66499,87434,88317,82596,5721,89454,44850,44604,8869,71852,734,1854,232,934,3629,65497,32649,32848,17344.0,3633.0
0500000US16007,16,007,"Bear Lake County, Idaho",2.89,3.53,6593,1739,192,4006,936,303,6540,110,68,42,10,5,0,2,74,19,2172,2042,2898,2898,2822,76,0,2128,2126,279,0,44,43,254,30.0,1937,538,336,11,75260,88185,6593,6137,456,6650,3384,3266,254,6201,33,28,0,1,119,4788,2425,2363,1547.0,331.0
0500000US16009,16,009,"Benewah County, Idaho",2.47,3.04,10055,1995,194,6314,1420,775,10068,74,44,30,26,7,0,3,10,28,3763,3438,4459,4459,4294,165,0,3783,3279,428,57,69,68,338,23.8,3111,784,377,22,59794,77752,10055,8618,1437,10142,5183,4959,387,8482,55,726,0,27,464,7888,4017,3871,1801.0,892.0
0500000US16011,16,011,"Bingham County, Idaho",3.05,3.57,49147,13546,1895,27245,6673,2138,46850,2814,1272,1542,154,69,10,0,2436,145,15362,14428,23527,23484,22206,1278,43,13712,17038,2423,297,379,170,1407,22.2,16208,4107,1863,28,77878,96279,49147,44796,4351,49664,25010,24654,8829,36595,96,2320,14,94,1572,33680,16861,16819,11651.0,3405.0
0500000US16013,16,013,"Blaine County, Idaho",2.36,2.93,24579,5237,712,16669,8746,1357,21507,3444,1504,1940,318,299,13,50,2576,188,10258,9973,14588,14588,14288,300,0,6308,9341,1112,453,436,516,2030,18.7,11780,1407,929,172,92566,135359,24828,22594,2234,24951,12890,12061,5451,17943,83,37,1,96,1193,18331,9371,8960,4525.0,1544.0
0500000US16015,16,015,"Boise County, Idaho",2.29,2.73,8214,1236,272,6264,2036,926,8110,163,87,76,100,3,1,2,33,24,3427,3234,3809,3790,3661,129,19,3346,2292,331,0,239,1,727,38.0,2576,763,319,3,78774,88780,8246,7478,768,8273,4196,4077,422,6907,20,79,2,184,534,6928,3602,3326,964.0,267.0
0500000US16017,16,017,"Bonner County, Idaho",2.49,3.00,50509,9195,1247,35383,10965,4288,49927,1122,575,547,348,186,53,19,386,130,19374,18337,22045,22045,20983,1062,0,20424,15068,1536,133,528,811,2458,24.2,15882,2544,2529,28,66979,98751,50655,45037,5618,51049,25734,25315,2028,45446,177,201,33,482,2403,40585,20253,20332,7948.0,2953.0
0500000US16019,16,019,"Bonneville County, Idaho",2.90,3.52,127955,36488,5763,73562,26492,7182,124275,5248,2196,3052,427,530,80,90,3680,441,42549,41043,61924,61675,58859,2816,249,33233,42987,6016,1243,720,972,6024,20.8,44969,9858,3931,101,79068,102874,127982,117172,10810,129523,64972,64551,18769,103824,444,482,184,458,4253,87997,44035,43962,30725.0,6458.0
0500000US16021,16,021,"Boundary County, Idaho",2.58,3.05,13020,2681,363,7934,2215,1146,12588,584,98,486,25,203,40,0,221,95,4808,4580,5095,5095,4963,132,0,5272,3488,620,0,227,56,509,18.2,3642,655,666,0,67237,86317,13062,11233,1829,13172,6711,6461,753,10731,43,200,0,163,1010,9614,4915,4699,2318.0,1277.0
0500000US16023,16,023,"Butte County, Idaho",2.48,3.34,2663,636,59,1650,325,217,2606,78,13,65,19,0,0,4,50,5,994,957,1171,1168,1117,51,3,936,731,108,4,69,20,177,22.0,781,199,137,0,53015,68255,2665,2456,209,2684,1348,1336,173,2382,0,1,8,0,120,1959,980,979,577.0,202.0
0500000US16025,16,025,"Camas County, Idaho",3.04,4.17,1124,260,50,688,272,77,1109,15,4,11,0,0,0,0,15,0,351,344,478,478,478,0,0,371,292,47,0,10,0,94,42.7,355,87,36,0,57955,85031,1124,990,134,1124,528,596,157,853,0,8,0,42,64,816,405,411,210.0,103.0
0500000US16027,16,027,"Canyon County, Idaho",2.87,3.29,246955,63566,11479,140683,37274,15437,228900,21890,9498,12392,2811,1407,470,218,16673,311,83310,80352,123784,123549,119024,4525,235,67285,86136,11672,108,1995,2148,15197,25.3,95023,14900,8843,258,76488,93734,248987,218445,30542,250790,125135,125655,65197,168258,1692,667,533,2262,10150,172388,84446,87942,52087.0,19699.0
0500000US16029,16,029,"Caribou County, Idaho",2.86,3.58,7069,1596,163,4299,792,321,6886,276,33,243,14,0,3,8,251,0,2407,2315,3412,3412,3347,65,0,2067,2622,409,5,30,17,206,21.1,2487,598,262,0,68782,83716,7079,6527,552,7162,3775,3387,406,6484,11,10,0,0,251,5028,2593,2435,1433.0,428.0
0500000US16031,16,031,"Cassia County, Idaho",2.95,3.46,25062,7350,910,12852,3202,748,22864,2619,861,1758,192,46,18,1,2307,55,7929,7483,11907,11907,11620,287,0,6787,8879,1053,19,164,208,1007,17.9,9482,1409,703,26,70830,92485,25162,22221,2941,25483,13086,12397,7664,16401,118,44,4,347,838,15995,8116,7879,6440.0,2202.0
0500000US16033,16,033,"Clark County, Idaho",2.93,3.93,818,186,24,374,103,8,685,164,35,129,4,0,0,0,160,0,275,259,385,385,377,8,0,245,204,109,0,19,4,35,24.0,236,127,14,0,55208,62016,843,699,144,849,454,395,244,536,0,1,0,59,9,478,235,243,162.0,129.0
0500000US16035,16,035,"Clearwater County, Idaho",2.27,2.79,8267,1321,225,6593,1256,889,8826,186,55,131,96,49,8,0,33,0,3280,3039,3725,3725,3557,168,0,4072,2636,342,0,103,59,352,22.5,2460,838,246,13,60000,77216,8296,7369,927,9012,4888,4124,411,7891,20,135,1,48,419,7540,4138,3402,1096.0,576.0
0500000US16037,16,037,"Custer County, Idaho",2.17,2.73,4216,615,90,3454,1076,430,4256,214,183,31,0,126,0,0,33,55,1775,1669,1915,1915,1876,39,0,1995,1061,229,20,39,2,508,17.3,1172,495,186,23,67574,70154,4418,3885,533,4470,2318,2152,201,3950,14,16,0,16,136,3816,1961,1855,525.0,224.0
0500000US16039,16,039,"Elmore County, Idaho",2.54,3.11,28106,7179,1968,16470,4186,3960,26606,2715,1259,1456,490,624,19,74,1460,48,10547,10091,14566,11361,10674,687,3205,8350,11266,974,14,470,277,615,22.0,7285,2388,991,10,65359,82615,25730,23389,2341,29321,15656,13665,5334,20370,827,140,112,228,1534,20793,10841,9952,5211.0,2256.0
0500000US16041,16,041,"Franklin County, Idaho",3.04,3.37,14996,4058,726,8700,2177,532,14666,390,265,125,11,9,0,14,334,22,4854,4760,7225,7219,7046,173,6,3940,5172,579,53,249,59,834,24.9,5298,1190,501,57,71950,94804,15007,13740,1267,15056,7832,7224,1119,13454,16,20,13,66,359,10345,5306,5039,3332.0,393.0
0500000US16043,16,043,"Fremont County, Idaho",2.88,3.30,13414,3235,619,8602,2162,690,13172,771,295,476,42,5,8,26,656,34,4524,4344,6449,6449,6200,249,0,4636,4385,749,10,162,87,712,24.1,4406,1232,534,28,72683,93018,13422,11998,1424,13943,7354,6589,1732,11533,45,72,9,257,280,10243,5386,4857,2616.0,870.0
0500000US16045,16,045,"Gem County, Idaho",2.66,3.00,20341,4502,837,13129,3040,1517,19344,1270,515,755,498,86,10,18,641,17,7163,6893,9255,9255,8982,273,0,7438,6533,764,25,143,256,1000,30.3,6741,1342,845,54,64605,86642,20346,18088,2258,20614,10620,9994,1992,17211,2,154,0,165,931,15463,7772,7691,3665.0,1535.0
0500000US16047,16,047,"Gooding County, Idaho",2.77,3.41,15810,3896,555,8340,1677,985,13707,2224,816,1408,32,42,0,6,2081,63,5187,5014,7686,7686,7391,295,0,4572,5441,763,0,244,112,591,21.7,5673,1124,568,26,63559,79308,15836,12819,3017,15931,8083,7848,5016,10054,10,148,0,24,635,10325,5186,5139,3341.0,1987.0
0500000US16049,16,049,"Idaho County, Idaho",2.48,3.00,16836,3145,296,11847,2910,1414,17074,358,229,129,77,48,3,5,201,24,6394,5925,7052,7046,6786,260,6,7432,4606,836,0,459,149,662,19.9,4510,1421,847,8,66325,81593,16923,14526,2397,17432,9055,8377,689,15540,22,319,2,99,666,13847,7283,6564,2849.0,1047.0
0500000US16051,16,051,"Jefferson County, Idaho",3.23,3.58,32983,10116,1076,18222,5348,1177,31769,1385,618,767,124,40,0,0,1166,55,9930,9687,15758,15752,15329,423,6,8069,11727,1451,324,204,110,1139,25.1,11116,2887,1263,63,86679,99354,32990,30431,2559,33154,16966,16188,3638,28414,16,61,4,124,855,21705,11077,10628,9040.0,1316.0
0500000US16053,16,053,"Jerome County, Idaho",3.02,3.37,24977,6737,782,11409,2170,1087,20661,4512,1028,3484,41,104,0,0,4338,29,7873,7397,12142,12102,11664,438,40,6566,9298,1307,6,94,157,673,21.7,9278,1321,942,123,71724,89909,24996,21308,3688,25173,12916,12257,9873,14304,24,27,0,33,906,14721,7346,7375,5955.0,4106.0
0500000US16055,16,055,"Kootenai County, Idaho",2.53,3.00,179989,38406,6144,121520,38419,13662,177888,4108,2776,1332,1314,1086,186,45,722,755,68821,65605,88060,87978,85101,2877,82,57602,61943,6590,258,1223,1106,12679,22.8,67827,9633,7482,159,81861,103508,180570,163651,16919,181996,90899,91097,10298,155815,629,1175,84,1452,11319,140008,69179,70829,32262.0,6748.0
0500000US16057,16,057,"Latah County, Idaho",2.28,2.80,37161,15122,9240,23276,10374,2038,39451,1598,716,882,395,733,198,5,97,170,15721,14655,21304,21252,19813,1439,52,13030,13057,1818,11,2138,439,1919,18.7,13454,5224,1106,29,65424,88649,40816,37525,3291,41049,21041,20008,2120,34673,401,190,76,225,2521,32511,16559,15952,5882.0,854.0
