GEO_ID,county_name,state,county,pop_foreign_born,pop_not_citizen,pop_language_not_english,pop_not_in_labor_force,pop_private_wage_salary_workers,pop_households_fs_snap,pop_no_health_insurance,_pop_total,pop_hispanic,pop_NH_white,pop_NH_black,pop_NH_AIAN,pop_NH_asian,pop_NH_NHPI,pop_NH_some_other,pop_NH_two_or_more,pop_unhoused,pop_not_hs_graduate,pop_commute_drove_or_carpooled
0500000US01001,"Autauga County, Alabama",01,001,1562,823,2123,19829,19648,2116,4250,59947,2289,42336,12244,36,663,5,128,2246,482,3593,24952
0500000US01003,"Baldwin County, Alabama",01,003,10220,5429,13881,82439,89696,6568,20193,246989,14276,199426,19824,657,2521,113,1376,8796,3124,14548,96264
0500000US01005,"Barbour County, Alabama",01,005,804,599,1697,11058,6012,1943,2221,24643,1534,10773,11417,26,145,0,313,435,3051,3852,7796
0500000US01007,"Bibb County, Alabama",01,007,410,367,454,9166,6349,1592,1414,22130,766,16240,4366,7,99,0,35,617,1589,2832,7383
0500000US01009,"Blount County, Alabama",01,009,2980,1934,4670,20263,21056,2731,6100,59518,6130,50316,716,73,64,81,155,1983,545,6914,23643
0500000US01011,"Bullock County, Alabama",01,011,306,220,554,4856,2347,1255,1038,10058,602,2114,6986,0,42,0,9,305,1320,1831,2985
0500000US01013,"Butler County, Alabama",01,013,433,251,541,7296,5947,1312,2256,18630,316,9407,8327,85,248,0,7,240,286,1708,6613
0500000US01015,"Calhoun County, Alabama",01,015,3377,1810,4296,41348,38188,8057,11669,116090,5388,80498,25021,194,935,151,417,3486,4303,10665,45020
0500000US01017,"Chambers County, Alabama",01,017,705,569,1171,12301,11487,2184,3690,34192,1372,18421,13121,22,81,3,93,1079,669,3956,13038
0500000US01019,"Cherokee County, Alabama",01,019,521,320,636,10846,7621,1121,1809,25443,469,22997,964,47,51,0,18,897,258,3342,9234
0500000US01021,"Chilton County, Alabama",01,021,2308,1510,3849,15173,15532,2613,5090,45992,4707,35126,4328,16,200,17,415,1183,360,4529,17437
0500000US01023,"Choctaw County, Alabama",01,023,60,51,235,5322,3644,823,1050,12380,144,7007,4645,22,3,0,6,553,128,1244,4311
0500000US01025,"Clarke County, Alabama",01,025,252,159,390,9006,6743,1983,1664,22543,275,11524,10054,35,119,0,135,401,389,2205,7646
0500000US01027,"Clay County, Alabama",01,027,149,50,421,6064,3992,828,1007,14192,465,11195,1818,24,54,0,18,618,228,1720,4732
0500000US01029,"Cleburne County, Alabama",01,029,105,67,177,6312,4983,867,1337,15426,325,14225,562,24,18,0,36,236,150,1553,5609
0500000US01031,"Coffee County, Alabama",01,031,2545,1502,4144,18615,15385,2417,5471,54920,5396,37067,8549,248,626,25,113,2896,757,4808,21584
0500000US01033,"Colbert County, Alabama",01,033,959,515,1325,20147,20078,3515,4556,58022,2049,44720,8991,96,280,0,111,1775,403,5208,23170
0500000US01035,"Conecuh County, Alabama",01,035,94,44,139,5510,2733,882,895,11275,117,5632,5066,22,9,0,11,418,91,861,2963
0500000US01037,"Coosa County, Alabama",01,037,47,26,286,4574,3124,716,757,10300,253,6789,3007,7,29,0,0,215,314,1263,3442
0500000US01039,"Covington County, Alabama",01,039,460,243,571,14414,11312,2082,3491,37628,765,30978,4477,71,173,0,98,1066,617,3901,13888
0500000US01041,"Crenshaw County, Alabama",01,041,240,120,343,5101,3896,1087,1044,13122,288,9161,3093,64,46,0,4,466,183,1279,4822
0500000US01043,"Cullman County, Alabama",01,043,2044,1366,3765,30488,32004,3531,9826,90566,4563,81036,880,228,498,18,85,3258,1079,8638,37498
0500000US01045,"Dale County, Alabama",01,045,1749,721,2627,18128,13025,3637,4765,49599,3533,32778,10063,103,587,10,128,2397,818,4520,17607
0500000US01047,"Dallas County, Alabama",01,047,693,430,677,13921,10708,5765,2982,36858,360,9801,25754,46,226,0,18,653,434,3113,12319
0500000US01049,"DeKalb County, Alabama",01,049,5657,4531,10163,25205,23650,4627,11086,72269,12382,55620,975,291,136,6,412,2447,894,10119,28022
0500000US01051,"Elmore County, Alabama",01,051,1789,981,2248,29088,30277,3465,6548,89526,3034,64263,18857,132,450,8,80,2702,4243,6439,36936
0500000US01053,"Escambia County, Alabama",01,053,293,79,683,15301,9866,1942,3151,36629,862,21968,10770,1011,165,0,94,1759,2526,4007,11562
0500000US01055,"Etowah County, Alabama",01,055,2523,1689,4168,37225,32906,6173,11596,103105,5393,78534,15165,116,675,13,372,2837,1575,10103,40005
0500000US01057,"Fayette County, Alabama",01,057,82,0,87,6346,4908,1124,1222,16053,150,13362,1777,22,8,40,37,657,298,1626,5907
0500000US01059,"Franklin County, Alabama",01,059,3140,2197,5323,10646,10642,2386,4028,31966,6573,23187,1292,23,22,6,96,767,310,4154,13061
0500000US01061,"Geneva County, Alabama",01,061,604,285,1183,9756,8662,1945,3319,26887,1437,21643,2265,44,168,5,339,986,240,3063,10343
0500000US01063,"Greene County, Alabama",01,063,41,1,33,3561,1526,1029,1005,7424,10,1323,6031,9,3,0,0,48,115,672,2030
0500000US01065,"Hale County, Alabama",01,065,124,24,222,5989,3885,1568,914,14829,195,5645,8103,60,15,0,0,811,190,1853,5016
0500000US01067,"Henry County, Alabama",01,067,154,79,293,6478,5660,997,1590,17647,390,12384,4381,41,27,0,0,424,211,2107,6969
0500000US01069,"Houston County, Alabama",01,069,3313,2011,4621,36307,37581,6964,11973,108140,4984,68551,29269,248,1138,45,387,3518,1155,9079,43951
0500000US01071,"Jackson County, Alabama",01,071,982,537,1650,20968,16569,2690,5423,53053,1897,46772,1662,208,253,14,122,2125,613,6522,19650
0500000US01073,"Jefferson County, Alabama",01,073,32470,21643,47713,204765,248557,38255,62109,667755,36545,317409,281174,785,12366,801,3048,15627,20784,39967,262104
0500000US01075,"Lamar County, Alabama",01,075,72,48,118,5380,4063,1044,1087,13693,262,11726,1366,25,6,0,23,285,109,1605,4751
0500000US01077,"Lauderdale County, Alabama",01,077,2471,1721,3562,32314,34278,3925,8319,95830,3317,78710,8649,173,593,21,321,4046,3071,6165,39581
0500000US01079,"Lawrence County, Alabama",01,079,446,260,949,11573,11973,2059,2649,33276,1044,25122,3110,1237,135,0,36,2592,232,3515,13899
0500000US01081,"Lee County, Alabama",01,081,12761,8926,14711,58837,62456,6949,15405,181134,9779,118308,39130,89,7839,57,1047,4885,7432,8854,72549
0500000US01083,"Limestone County, Alabama",01,083,4601,2380,6710,35883,40842,3620,8470,111233,8295,80405,14108,321,1895,37,543,5629,3051,10426,44945
0500000US01085,"Lowndes County, Alabama",01,085,55,24,188,4266,2525,1237,736,9833,16,2426,7258,11,0,0,0,122,165,1198,2916
0500000US01087,"Macon County, Alabama",01,087,289,163,394,7910,5685,1745,1741,18691,408,3137,14488,6,55,0,20,577,2604,1762,5924
0500000US01089,"Madison County, Alabama",01,089,24142,12593,29593,115484,156251,12536,30981,405718,27577,250071,95562,1459,10152,228,1249,19420,11650,20076,165645
0500000US01091,"Marengo County, Alabama",01,091,305,169,408,7465,5788,1863,1721,18851,506,8349,9576,18,49,0,0,353,233,1832,6604
0500000US01093,"Marion County, Alabama",01,093,217,146,491,11812,8369,1841,3050,29184,925,26173,1013,46,86,18,14,909,658,3552,10284
0500000US01095,"Marshall County, Alabama",01,095,6951,4836,12297,32575,32986,4512,11800,99748,17192,76257,2478,197,599,72,179,2774,1095,9936,38367
0500000US01097,"Mobile County, Alabama",01,097,14193,6137,18642,135680,143391,27937,42502,412590,14244,226154,147473,1373,8873,119,1898,12456,8006,29885,158559
0500000US01099,"Monroe County, Alabama",01,099,129,20,209,8613,5055,1030,1740,19388,45,10390,8127,169,73,26,0,558,217,2141,6055
0500000US01101,"Montgomery County, Alabama",01,101,12675,8339,15396,73020,71149,18479,22735,226718,11234,67336,133272,95,7647,35,218,6881,8538,16194,86951
0500000US01103,"Morgan County, Alabama",01,103,6868,5142,10574,41668,44269,6004,13399,124471,13160,89798,15571,321,749,24,628,4220,2078,12056,48774
0500000US01105,"Perry County, Alabama",01,105,127,108,104,3978,1615,1151,565,8031,17,2236,5720,0,0,0,0,58,811,890,1825
0500000US01107,"Pickens County, Alabama",01,107,548,481,631,8509,5279,1253,1274,18721,666,9888,7649,56,10,0,43,409,1663,1989,6063
0500000US01109,"Pike County, Alabama",01,109,1173,890,1508,12044,11025,2135,2767,32987,902,18009,12233,89,616,34,46,1058,2655,2596,13040
0500000US01111,"Randolph County, Alabama",01,111,318,160,469,8925,7041,1741,2026,22510,669,16791,3496,28,94,0,108,1324,530,2402,7933
0500000US01113,"Russell County, Alabama",01,113,1574,422,2254,20234,17165,4814,6442,58811,3527,25837,26501,76,316,8,230,2316,492,5179,20470
0500000US01115,"St. Clair County, Alabama",01,115,1611,720,2908,30945,34003,3851,6633,94166,2805,78235,9458,294,537,85,255,2497,1966,8082,36501
0500000US01117,"Shelby County, Alabama",01,117,12713,6640,18261,62569,95594,4014,14658,230211,17419,168534,30808,309,4956,92,1270,6823,3847,8650,95623
0500000US01119,"Sumter County, Alabama",01,119,107,65,196,5364,2427,1471,1014,11878,87,3051,8088,13,24,0,0,615,2154,955,3240
0500000US01121,"Talladega County, Alabama",01,121,1619,1071,2595,31233,24992,5717,6331,81021,1947,50098,24143,118,480,15,133,4087,3420,8170,29304
0500000US01123,"Tallapoosa County, Alabama",01,123,797,545,1493,15616,13687,2264,3372,40938,1183,27764,9483,102,260,0,160,1986,760,3862,15665
0500000US01125,"Tuscaloosa County, Alabama",01,125,11058,7031,14719,73518,85617,9798,15735,237552,13198,139860,73087,425,3795,17,420,6750,14772,12257,98405
0500000US01127,"Walker County, Alabama",01,127,989,761,2133,24242,21405,3632,6169,64841,2435,55914,4070,52,270,0,243,1857,1003,7059,24423
0500000US01129,"Washington County, Alabama",01,129,43,31,186,6423,4536,821,1028,15143,159,9843,3642,1011,27,0,53,408,123,1110,5291
0500000US01131,"Wilcox County, Alabama",01,131,40,34,73,4196,2540,1427,868,10172,3,2801,7121,0,1,0,0,246,190,1292,3037
0500000US01133,"Winston County, Alabama",01,133,491,353,681,9195,8066,1377,2085,23682,880,21409,237,18,73,0,0,1065,353,3831,8978
0500000US02013,"Aleutians East Borough, Alaska",02,013,821,505,1100,687,1520,152,1233,3491,303,590,104,1388,664,27,27,388,1094,341,809
0500000US02016,"Aleutians West Census Area, Alaska",02,016,2253,1260,3094,653,3135,46,942,5235,715,1266,369,381,2068,87,0,349,1891,393,2071
0500000US02020,"Anchorage Municipality, Alaska",02,020,31429,10805,46585,68807,100795,9473,27166,288976,27445,156623,13941,20177,28310,8885,2636,30959,7574,11352,122448
0500000US02050,"Bethel Census Area, Alaska",02,050,322,124,9600,4788,3106,2047,2174,18394,270,1529,228,15297,288,0,0,782,847,1804,2200
0500000US02060,"Bristol Bay Borough, Alaska",02,060,104,63,127,250,327,15,187,918,46,446,5,191,92,11,15,112,248,21,302
0500000US02063,"Chugach Census Area, Alaska",02,063,401,178,876,1646,1969,281,742,6862,326,4830,106,313,341,55,85,806,431,177,2633
0500000US02066,"Copper River Census Area, Alaska",02,066,27,5,109,910,473,155,351,2626,151,1397,5,820,20,18,0,215,35,174,753
0500000US02068,"Denali Borough, Alaska",02,068,123,69,199,381,1073,17,197,1969,160,1414,53,57,43,19,26,197,775,116,847
0500000US02070,"Dillingham Census Area, Alaska",02,070,192,136,1515,1342,928,391,750,4724,177,677,32,3301,86,14,6,431,362,316,926
0500000US02090,"Fairbanks North Star Borough, Alaska",02,090,5347,2406,8721,23596,28056,2467,8010,95460,8067,63757,3711,5540,2718,653,848,10166,4124,3231,40407
0500000US02100,"Haines Borough, Alaska",02,100,164,67,150,712,603,42,239,2086,96,1489,12,117,125,0,11,236,73,28,640
0500000US02105,"Hoonah-Angoon Census Area, Alaska",02,105,157,71,383,727,499,154,439,2311,255,1111,8,590,61,9,6,271,165,106,385
0500000US02110,"Juneau City and Borough, Alaska",02,110,2444,878,3294,8538,9184,840,2564,31794,2245,19510,205,2668,2274,424,140,4328,762,1091,12465
0500000US02122,"Kenai Peninsula Borough, Alaska",02,122,2221,645,3637,21382,17635,2329,6783,60413,2654,46841,354,3683,1104,176,499,5102,1949,2292,19073
0500000US02130,"Ketchikan Gateway Borough, Alaska",02,130,1105,403,1394,3817,4584,477,1231,13768,744,8313,63,1687,1220,15,61,1665,333,432,5808
0500000US02150,"Kodiak Island Borough, Alaska",02,150,2385,969,2814,2576,3888,267,1425,12771,1064,5749,86,1326,2835,18,165,1528,629,615,5303
0500000US02158,"Kusilvak Census Area, Alaska",02,158,152,38,1981,2127,1093,984,898,8176,104,239,79,7032,22,6,0,694,197,786,161
0500000US02164,"Lake and Peninsula Borough, Alaska",02,164,53,36,121,181,276,95,325,1013,28,161,14,442,19,0,2,347,202,55,268
0500000US02170,"Matanuska-Susitna Borough, Alaska",02,170,3260,1103,5999,34777,34127,3741,13079,112988,6074,85478,1283,6071,1849,465,725,11043,2654,4423,39247
0500000US02180,"Nome Census Area, Alaska",02,180,215,105,2197,2521,2044,828,1360,9866,214,1324,63,7255,172,0,0,838,502,558,1405
0500000US02185,"North Slope Borough, Alaska",02,185,735,393,3833,2172,3442,320,1450,10810,583,3355,129,5269,581,210,14,669,3065,906,2642
0500000US02188,"Northwest Arctic Borough, Alaska",02,188,167,131,1680,2053,1297,654,1335,7441,173,683,41,5997,116,0,0,431,480,588,636
0500000US02195,"Petersburg Borough, Alaska",02,195,471,163,610,961,1061,104,303,3409,371,2096,45,171,424,8,7,287,280,238,1089
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",02,198,184,74,445,1800,1281,396,968,5715,220,2493,14,2056,123,38,19,752,147,336,1733
0500000US02220,"Sitka City and Borough, Alaska",02,220,835,546,1152,2088,2886,258,803,8368,577,4823,28,633,692,102,130,1383,401,317,3259
0500000US02230,"Skagway Municipality, Alaska",02,230,198,30,209,273,398,12,106,1244,80,856,10,69,100,0,0,129,257,63,299
0500000US02240,"Southeast Fairbanks Census Area, Alaska",02,240,609,225,1105,2266,1686,214,1021,7068,421,5103,57,632,120,9,10,716,626,321,2173
0500000US02275,"Wrangell City and Borough, Alaska",02,275,114,66,139,839,503,83,232,2088,79,1178,2,369,87,20,0,353,56,99,530
0500000US02282,"Yakutat City and Borough, Alaska",02,282,97,76,137,142,200,11,130,527,46,131,25,111,93,7,0,114,133,27,159
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",02,290,160,83,702,1331,1104,514,1268,5195,115,1122,100,3404,72,7,7,368,477,432,1153
0500000US04001,"Apache County, Arizona",04,001,1039,534,31442,29543,8960,6428,11751,65341,4169,12284,630,46386,465,77,20,1310,1510,6346,15950
0500000US04003,"Cochise County, Arizona",04,003,14221,5426,31931,51897,29019,7575,9794,125566,43531,67885,3682,568,2330,250,804,6516,5795,9614,38343
0500000US04005,"Coconino County, Arizona",04,005,7173,3839,30434,44949,50791,5857,15845,144508,22327,75379,1995,34936,2516,166,663,6526,13138,7050,52252
0500000US04007,"Gila County, Arizona",04,007,1914,622,7206,23648,13374,3455,5777,53795,9659,33043,248,4953,415,46,135,5296,1079,3852,16040
0500000US04009,"Graham County, Arizona",04,009,973,516,6991,14109,11136,2073,3531,39232,12075,20691,640,3251,194,23,138,2220,2806,3797,13576
0500000US04011,"Greenlee County, Arizona",04,011,745,255,2078,3233,3213,205,276,9409,4396,4239,134,167,134,0,5,334,61,925,3832
0500000US04012,"La Paz County, Arizona",04,012,1632,1067,3542,8240,3325,1036,1777,16664,4263,9541,232,1820,238,2,14,554,119,1999,4567
0500000US04013,"Maricopa County, Arizona",04,013,660484,354005,1119708,1277984,1869042,148499,478419,4559748,1422451,2393224,247521,57169,203198,8033,21960,206192,72246,319001,1660255
0500000US04015,"Mohave County, Arizona",04,015,13467,5427,19506,104911,59703,13386,20561,220517,37708,165276,2223,2797,2495,383,651,8984,4142,20550,66269
0500000US04017,"Navajo County, Arizona",04,017,2674,1214,32613,45605,22318,8879,16879,108415,11786,46303,1134,44428,431,159,273,3901,2742,9850,29649
0500000US04019,"Pima County, Arizona",04,019,124922,55560,259353,368123,360261,53119,89182,1060490,386110,535175,35505,20466,31152,1226,4958,45898,29329,69181,373609
0500000US04021,"Pinal County, Arizona",04,021,42861,22090,82430,175267,153122,17512,49299,469006,139779,257659,23830,15969,7702,1639,2057,20371,16123,36013,150414
0500000US04023,"Santa Cruz County, Arizona",04,023,16745,6686,35661,16212,13656,4056,7421,48926,40367,7468,65,93,143,144,44,602,139,7446,16272
0500000US04025,"Yavapai County, Arizona",04,025,15768,7616,24716,110131,74258,9130,24640,245480,37748,190078,1263,2426,2584,271,1471,9639,4420,14057,77546
0500000US04027,"Yuma County, Arizona",04,027,53166,28573,109655,78218,56639,14530,28264,211741,137437,61349,3219,1766,2164,88,753,4965,7773,31054,71114
0500000US05001,"Arkansas County, Arkansas",05,001,221,191,241,5205,5288,996,1586,16515,682,11085,4317,11,10,7,0,403,269,1657,6652
0500000US05003,"Ashley County, Arkansas",05,003,406,337,918,7767,5212,969,1801,18429,1176,12394,4363,14,0,54,16,412,173,1584,6217
0500000US05005,"Baxter County, Arkansas",05,005,874,242,1227,20214,11655,1647,2951,42407,1222,38783,136,120,294,6,12,1834,450,3325,12916
0500000US05007,"Benton County, Arkansas",05,007,38423,26152,44894,78182,129728,4337,28592,303632,56188,176255,5383,1842,13844,2274,1536,46310,2941,19113,124051
0500000US05009,"Boone County, Arkansas",05,009,519,299,1024,13238,13474,1285,3100,38138,1202,35277,96,128,121,30,35,1249,451,2035,14358
0500000US05011,"Bradley County, Arkansas",05,011,607,525,1334,3877,2729,656,1267,10208,1628,5499,2647,3,0,45,24,362,178,943,3588
0500000US05013,"Calhoun County, Arkansas",05,013,56,19,161,1901,1458,136,222,4704,140,3406,809,30,8,0,0,311,209,441,1756
0500000US05015,"Carroll County, Arkansas",05,015,2591,1795,3583,10708,9277,590,4032,28626,4504,20122,94,269,372,387,50,2828,296,3097,9549
0500000US05017,"Chicot County, Arkansas",05,017,219,106,376,4226,2320,664,984,9765,624,3768,5204,13,20,0,8,128,772,1146,3077
0500000US05019,"Clark County, Arkansas",05,019,400,270,839,7417,7425,950,2155,21125,1179,14227,4893,8,171,31,31,585,2690,1325,8127
0500000US05021,"Clay County, Arkansas",05,021,67,52,103,5051,4758,607,1389,14280,158,13346,10,56,4,0,1,705,110,1273,5447
0500000US05023,"Cleburne County, Arkansas",05,023,219,162,576,11417,7056,903,1789,25226,747,23078,73,103,50,10,133,1032,273,2114,8167
0500000US05025,"Cleveland County, Arkansas",05,025,13,13,69,3242,1869,383,298,7453,108,6220,935,0,24,0,0,166,77,392,2562
0500000US05027,"Columbia County, Arkansas",05,027,362,292,705,7966,7314,993,1653,22349,774,12997,7687,28,90,8,1,764,2055,1576,8494
0500000US05029,"Conway County, Arkansas",05,029,396,342,768,7681,6289,1122,1216,21054,1000,16724,2412,90,54,0,59,715,184,1455,7521
0500000US05031,"Craighead County, Arkansas",05,031,4240,2785,7036,32220,41228,5240,9174,113249,7146,80158,18846,193,1404,31,393,5078,3338,7109,46768
0500000US05033,"Crawford County, Arkansas",05,033,2671,1198,4188,21355,21093,2391,5656,61139,5251,48484,789,484,692,4,462,4973,721,5577,23011
0500000US05035,"Crittenden County, Arkansas",05,035,1011,680,1244,13492,15906,2924,4455,47266,1555,18328,24040,45,358,0,17,2923,764,4423,17936
0500000US05037,"Cross County, Arkansas",05,037,748,666,786,5353,5033,668,1419,16543,378,11844,2617,43,479,0,12,1170,150,1720,6206
0500000US05039,"Dallas County, Arkansas",05,039,21,10,58,2476,2066,382,232,6242,71,3250,2657,0,8,0,0,256,251,638,2264
0500000US05041,"Desha County, Arkansas",05,041,381,320,676,4503,2667,1073,829,10786,781,4581,5288,19,0,11,9,97,136,1624,3459
0500000US05043,"Drew County, Arkansas",05,043,574,340,1105,6758,4574,1179,1397,17046,756,11027,4589,0,129,0,8,537,707,1236,6049
0500000US05045,"Faulkner County, Arkansas",05,045,4634,2849,5905,38490,48751,3499,8968,127717,7303,98274,14911,246,1234,50,431,5268,5267,5299,53923
0500000US05047,"Franklin County, Arkansas",05,047,261,141,548,6497,5499,786,1606,17326,577,14914,40,168,105,0,50,1472,335,1548,6638
0500000US05049,"Fulton County, Arkansas",05,049,72,68,153,5727,3115,609,805,12302,238,11353,42,9,29,0,39,592,158,1056,3509
0500000US05051,"Garland County, Arkansas",05,051,3998,2170,6648,37667,34172,3945,9421,100035,7484,79276,7560,332,661,96,135,4491,1679,6860,37317
0500000US05053,"Grant County, Arkansas",05,053,166,121,119,6326,5865,501,1190,18242,522,16622,490,26,89,0,61,432,142,1189,7182
0500000US05055,"Greene County, Arkansas",05,055,639,374,1014,14982,16559,2625,4105,46432,1741,41027,1041,19,191,238,381,1794,724,4161,18333
0500000US05057,"Hempstead County, Arkansas",05,057,1521,1156,2033,7276,5334,767,1601,19508,2986,10042,5588,34,128,0,34,696,322,2315,6811
0500000US05059,"Hot Spring County, Arkansas",05,059,442,129,1077,13623,10540,1326,2218,33180,1362,26738,3692,133,12,0,44,1199,2308,2462,12176
0500000US05061,"Howard County, Arkansas",05,061,727,485,1497,4206,3904,501,1225,12583,1582,7909,2614,12,73,0,0,393,182,1021,4710
0500000US05063,"Independence County, Arkansas",05,063,1516,1082,2130,12541,13251,2001,3754,38175,3382,31345,700,60,308,111,247,2022,953,2968,14990
0500000US05065,"Izard County, Arkansas",05,065,185,56,443,7000,3342,756,1087,14009,414,12243,219,86,69,10,32,936,1218,1503,4073
0500000US05067,"Jackson County, Arkansas",05,067,198,132,242,7446,4388,1174,1389,16712,544,12558,2541,76,59,0,0,934,2414,1792,5177
0500000US05069,"Jefferson County, Arkansas",05,069,1268,734,1882,25536,17821,3534,3089,64802,1735,23783,36455,55,500,145,215,1914,5627,5130,22377
0500000US05071,"Johnson County, Arkansas",05,071,2137,1384,3122,9854,7902,1240,2108,26003,3606,19944,360,63,852,52,64,1062,817,2706,9360
0500000US05073,"Lafayette County, Arkansas",05,073,42,6,88,2897,1703,390,536,6136,36,3538,2262,14,62,0,25,199,86,832,2007
0500000US05075,"Lawrence County, Arkansas",05,075,155,127,319,6165,5019,1061,1837,16238,362,14897,151,8,14,19,18,769,611,1843,6114
0500000US05077,"Lee County, Arkansas",05,077,90,38,96,4370,1339,748,439,8359,263,3312,4558,0,0,0,0,226,1561,1192,1657
0500000US05079,"Lincoln County, Arkansas",05,079,364,344,613,7130,2923,458,708,12950,662,7994,3585,14,32,0,0,663,4249,1747,3572
0500000US05081,"Little River County, Arkansas",05,081,69,48,120,4180,3759,537,463,11821,474,8469,2249,75,46,0,8,500,159,724,4633
0500000US05083,"Logan County, Arkansas",05,083,310,113,753,7410,6666,840,1500,21277,744,18769,312,23,302,0,18,1109,491,1763,8011
0500000US05085,"Lonoke County, Arkansas",05,085,2003,916,3080,21867,26826,2037,4543,75272,4064,62506,4168,66,722,0,130,3616,669,4722,32157
0500000US05087,"Madison County, Arkansas",05,087,561,429,748,5723,5686,747,2177,17329,1125,11834,22,60,88,157,26,4017,109,1680,6529
0500000US05089,"Marion County, Arkansas",05,089,412,227,390,8020,4704,851,1150,17228,470,15739,15,197,144,14,22,627,139,1894,5360
0500000US05091,"Miller County, Arkansas",05,091,668,242,1080,16061,12536,2563,4750,42360,1754,27869,10673,258,326,0,80,1400,1287,4005,15136
0500000US05093,"Mississippi County, Arkansas",05,093,979,604,1533,12269,12729,2953,3231,39126,1911,21834,13445,6,203,3,101,1623,787,3607,15137
0500000US05095,"Monroe County, Arkansas",05,095,85,60,134,2503,1775,450,485,6589,193,3476,2649,0,48,0,7,216,83,843,2180
0500000US05097,"Montgomery County, Arkansas",05,097,195,166,293,3911,2190,373,864,8553,424,7634,72,96,81,0,5,241,104,712,2839
0500000US05099,"Nevada County, Arkansas",05,099,38,28,151,3136,2555,327,534,8159,392,5108,2542,0,0,7,9,101,185,573,3218
0500000US05101,"Newton County, Arkansas",05,101,43,12,30,2893,2053,353,461,7112,118,6576,11,46,3,0,8,350,66,861,2278
0500000US05103,"Ouachita County, Arkansas",05,103,191,126,404,8937,5867,1279,1496,22085,575,11907,9006,49,71,0,0,477,361,1765,7722
0500000US05105,"Perry County, Arkansas",05,105,124,91,160,3989,2952,355,925,10101,353,9028,312,40,12,0,0,356,144,865,3674
0500000US05107,"Phillips County, Arkansas",05,107,236,209,269,5929,3722,1934,1159,15450,320,5082,9306,4,167,0,23,548,215,1954,4248
0500000US05109,"Pike County, Arkansas",05,109,422,336,563,4061,2802,505,1192,10115,807,8433,331,15,49,0,5,475,248,887,3633
0500000US05111,"Poinsett County, Arkansas",05,111,256,183,495,7980,6911,1686,1932,22543,859,18983,1206,109,41,8,8,1329,307,2887,8100
0500000US05113,"Polk County, Arkansas",05,113,508,295,987,7172,5652,991,1734,19361,1352,16704,24,141,17,34,47,1042,150,1858,7034
0500000US05115,"Pope County, Arkansas",05,115,3090,1743,5690,22068,21269,2411,4630,64131,7074,51674,1389,139,495,41,175,3144,3046,5376,24929
0500000US05117,"Prairie County, Arkansas",05,117,49,11,180,3117,2543,439,475,8064,192,6728,796,0,0,0,19,329,149,731,3213
0500000US05119,"Pulaski County, Arkansas",05,119,24285,16705,36799,119320,138497,17233,38248,399818,33418,192526,146572,735,8752,164,1200,16451,8094,21112,157277
0500000US05121,"Randolph County, Arkansas",05,121,543,332,702,6863,5879,1150,1329,18838,488,16742,207,48,78,526,29,720,383,1973,6890
0500000US05123,"St. Francis County, Arkansas",05,123,492,417,600,9748,5687,1888,1601,22400,821,8797,12184,52,30,0,35,481,2963,2241,6943
0500000US05125,"Saline County, Arkansas",05,125,5319,3178,7790,38173,45489,1974,7580,127479,9282,99784,11836,231,1271,0,649,4426,1300,5918,52774
0500000US05127,"Scott County, Arkansas",05,127,451,205,801,3824,3035,501,1100,9816,777,8159,110,49,297,5,0,419,88,1074,3409
0500000US05129,"Searcy County, Arkansas",05,129,107,41,152,3345,1940,402,639,7859,175,6949,2,126,37,0,0,570,78,985,2671
0500000US05131,"Sebastian County, Arkansas",05,131,11588,6304,19124,40234,47630,6031,13380,128900,20635,85341,6632,876,5504,63,344,9505,1900,12488,51717
0500000US05133,"Sevier County, Arkansas",05,133,2252,1579,4580,4938,5042,1211,2321,15712,5574,8278,759,263,5,228,74,531,107,2564,6040
0500000US05135,"Sharp County, Arkansas",05,135,225,126,325,8006,4550,1189,1445,17773,437,16155,88,29,119,4,4,937,202,1777,5367
0500000US05137,"Stone County, Arkansas",05,137,156,29,324,6156,2721,939,1003,12568,281,11290,11,107,8,0,0,871,138,1216,3336
0500000US05139,"Union County, Arkansas",05,139,1137,633,1516,13217,13043,1414,2081,37900,1793,22506,12162,71,325,0,25,1018,585,2977,14499
0500000US05141,"Van Buren County, Arkansas",05,141,304,193,509,7421,4713,795,1300,15998,551,14659,68,105,63,0,6,546,183,1519,4863
0500000US05143,"Washington County, Arkansas",05,143,31806,22827,42090,71224,102145,5413,31690,256765,47853,153823,7702,1468,6069,7264,1161,31425,8730,19308,107890
0500000US05145,"White County, Arkansas",05,145,1614,1171,2669,27014,25940,3417,7574,77838,3853,66171,3244,68,539,14,207,3742,3076,6637,29966
0500000US05147,"Woodruff County, Arkansas",05,147,24,19,89,2229,1899,535,545,6026,86,4169,1496,1,5,24,16,229,108,724,2283
0500000US05149,"Yell County, Arkansas",05,149,1764,1066,3690,6638,6943,853,2031,20134,4277,14724,308,66,281,9,18,451,335,2363,7972
0500000US06001,"Alameda County, California",06,001,572911,259454,737609,450565,687047,59416,65034,1649473,386114,452099,154136,3417,539370,11533,10704,92100,36266,133545,509744
0500000US06003,"Alpine County, California",06,003,87,18,246,526,573,42,59,1616,216,923,0,405,36,0,13,23,46,41,609
