GEO_ID,county_name,state,county,alpr_total,pop_foreign_born,pop_not_citizen,pop_language_not_english,pop_not_in_labor_force,pop_private_wage_salary_workers,pop_households_fs_snap,pop_no_health_insurance,_pop_total,pop_hispanic,pop_NH_white,pop_NH_black,pop_NH_AIAN,pop_NH_asian,pop_NH_NHPI,pop_NH_some_other,pop_NH_two_or_more,pop_unhoused,pop_not_hs_graduate,pop_commute_drove_or_carpooled,pct_foreign_born,pct_not_citizen,pct_language_not_english,pct_not_in_labor_force,rate_unemployment,pct_private_wage_salary_workers,pct_households_fs_snap,pct_no_health_insurance,pct_people_impoverished,pct_hispanic,pct_NH_white,pct_NH_black,pct_NH_AIAN,pct_NH_asian,pct_NH_NHPI,pct_NH_some_other,pct_NH_two_or_more,pct_unhoused,pct_not_hs_graduate,pct_commute_drove_or_carpooled,gini_index,pct_republican_vote,task_force_model,warrant_service_officer,jail_enforcement_model
0500000US19133,"Monona County, Iowa",19,133,5,57,4,190,2675,3033,340,324,8557,233,7944,21,37,0,0,1,321,192,455,3631,0.7,7.0,2.3,38.9,1.6,73.5,8.8,3.9,10.6,2.7,92.8,0.2,0.4,0.0,0.0,0.0,3.8,2.24,7.5,89.9,0.4132,71.3429,0.0,0.0,0.0
0500000US19135,"Monroe County, Iowa",19,135,0,56,22,279,2309,2587,241,260,7513,156,7121,90,11,35,3,17,80,160,238,3120,0.7,39.3,3.9,38.6,3.1,73.3,7.8,3.6,9.2,2.1,94.8,1.2,0.1,0.5,0.0,0.2,1.1,2.13,4.6,88.2,0.3825,74.1697,0.0,0.0,0.0
0500000US19137,"Montgomery County, Iowa",19,137,0,163,44,240,3452,3456,667,373,10214,82,9392,184,6,109,37,74,330,210,599,4055,1.6,27.0,2.5,42.1,2.6,74.6,14.5,3.7,15.3,0.8,92.0,1.8,0.1,1.1,0.4,0.7,3.2,2.06,8.3,88.0,0.4723,68.286,0.0,0.0,0.0
0500000US19139,"Muscatine County, Iowa",19,139,0,2901,1594,5644,11799,16784,2093,1792,42559,8005,31908,946,46,272,0,63,1319,708,2988,18686,6.8,54.9,14.1,35.0,3.2,79.7,12.1,4.3,13.7,18.8,75.0,2.2,0.1,0.6,0.0,0.1,3.1,1.66,10.3,89.6,0.4175,56.1163,0.0,0.0,0.0
0500000US19141,"O'Brien County, Iowa",19,141,0,627,431,995,3775,5705,450,421,14126,1074,12288,240,24,92,22,20,366,429,915,6183,4.4,68.7,7.6,34.3,1.0,79.8,7.7,3.0,13.3,7.6,87.0,1.7,0.2,0.7,0.2,0.1,2.6,3.04,9.5,89.1,0.3922,79.2443,0.0,0.0,0.0
0500000US19143,"Osceola County, Iowa",19,143,0,352,211,585,1682,2433,228,479,6100,647,5126,29,65,35,0,13,185,128,543,2602,5.8,59.9,10.2,34.7,3.4,79.7,8.7,8.0,16.0,10.6,84.0,0.5,1.1,0.6,0.0,0.2,3.0,2.1,12.6,87.3,0.4344,80.832,0.0,0.0,0.0
0500000US19145,"Page County, Iowa",19,145,0,282,106,364,5721,4874,798,677,15131,505,13662,259,59,83,2,40,521,1157,744,5657,1.9,37.6,2.5,45.7,5.0,75.4,12.8,4.8,13.8,3.3,90.3,1.7,0.4,0.5,0.0,0.3,3.4,7.65,6.6,88.7,0.4577,69.4568,0.0,0.0,0.0
0500000US19147,"Palo Alto County, Iowa",19,147,0,218,90,306,2329,3665,380,415,8863,311,8088,145,7,57,0,8,247,327,403,4011,2.5,41.3,3.7,32.8,2.2,78.7,10.0,4.8,11.6,3.5,91.3,1.6,0.1,0.6,0.0,0.1,2.8,3.69,6.7,87.7,0.4157,71.3345,0.0,0.0,0.0
0500000US19149,"Plymouth County, Iowa",19,149,3,959,538,1680,6271,10868,683,1350,25747,1653,22664,615,53,135,112,11,504,373,916,11799,3.7,56.1,6.9,31.1,2.2,80.4,6.6,5.3,6.9,6.4,88.0,2.4,0.2,0.5,0.4,0.0,2.0,1.45,5.2,88.3,0.4074,75.6958,0.0,0.0,0.0
0500000US19151,"Pocahontas County, Iowa",19,151,0,222,135,283,2198,2369,229,528,7046,412,6242,47,5,12,55,0,273,131,459,2917,3.2,60.8,4.3,39.0,5.4,72.8,7.6,7.6,10.3,5.8,88.6,0.7,0.1,0.2,0.8,0.0,3.9,1.86,9.4,91.2,0.3946,75.75,0.0,0.0,0.0
0500000US19153,"Polk County, Iowa",19,153,148,50787,27035,69157,112791,222345,20165,26186,503175,52317,368110,36704,300,24778,215,1453,19298,8759,25375,213904,10.1,53.2,14.7,28.6,4.4,82.8,9.8,5.3,10.3,10.4,73.2,7.3,0.1,4.9,0.0,0.3,3.8,1.74,7.5,80.8,0.4372,43.4926,0.0,0.0,0.0
0500000US19155,"Pottawattamie County, Iowa",19,155,24,3738,2109,6083,27270,37106,3693,4628,93424,8536,78988,1717,196,800,154,269,2764,2664,5982,38509,4.0,56.4,6.9,36.6,3.8,81.9,9.8,5.0,12.1,9.1,84.5,1.8,0.2,0.9,0.2,0.3,3.0,2.85,9.3,86.5,0.428,58.8281,0.0,0.0,0.0
0500000US19157,"Poweshiek County, Iowa",19,157,0,672,511,943,5876,7332,735,707,18545,657,16653,175,55,380,0,15,610,1653,627,6635,3.6,76.0,5.3,37.9,3.6,79.0,9.4,3.9,10.7,3.5,89.8,0.9,0.3,2.0,0.0,0.1,3.3,8.91,5.1,72.6,0.4464,57.1854,0.0,0.0,0.0
0500000US19159,"Ringgold County, Iowa",19,159,1,34,19,131,1360,1473,249,293,4645,100,4397,18,16,0,0,0,114,168,194,1854,0.7,55.9,3.0,36.6,3.3,65.3,13.1,6.6,8.8,2.2,94.7,0.4,0.3,0.0,0.0,0.0,2.5,3.62,6.0,82.0,0.4475,74.3268,0.0,0.0,0.0
0500000US19161,"Sac County, Iowa",19,161,0,228,156,329,2544,3800,321,457,9689,422,8899,44,8,35,17,27,237,168,501,4540,2.4,68.4,3.6,32.6,4.4,75.7,7.5,4.8,9.2,4.4,91.8,0.5,0.1,0.4,0.2,0.3,2.4,1.73,7.2,91.9,0.4128,74.5726,0.0,0.0,0.0
0500000US19163,"Scott County, Iowa",19,163,13,8384,3788,11449,47731,71052,7544,8968,174608,12902,134498,12341,177,4959,92,775,8864,3484,6997,73738,4.8,45.2,7.0,34.3,3.7,81.0,10.3,5.2,11.5,7.4,77.0,7.1,0.1,2.8,0.1,0.4,5.1,2.0,5.9,85.4,0.4523,50.7394,0.0,0.0,0.0
0500000US19165,"Shelby County, Iowa",19,165,0,192,139,301,3547,4217,356,270,11778,518,10751,37,12,56,0,48,356,221,381,4544,1.6,72.4,2.7,37.5,3.2,73.8,7.3,2.3,7.6,4.4,91.3,0.3,0.1,0.5,0.0,0.4,3.0,1.88,4.7,80.0,0.447,70.3041,0.0,0.0,0.0
0500000US19167,"Sioux County, Iowa",19,167,0,3092,1954,4193,8182,15385,360,2093,36212,5193,29982,214,32,197,6,122,466,2342,1959,15331,8.5,63.2,12.5,29.7,1.5,80.6,2.8,5.8,6.7,14.3,82.8,0.6,0.1,0.5,0.0,0.3,1.3,6.47,9.1,82.0,0.4094,83.9592,0.0,0.0,0.0
0500000US19169,"Story County, Iowa",19,169,33,8645,5604,10669,28604,36854,1780,4218,100466,5184,81361,2711,108,6641,72,340,4049,12665,1399,39989,8.6,64.8,11.1,33.2,4.8,67.4,4.6,4.2,18.2,5.2,81.0,2.7,0.1,6.6,0.1,0.3,4.0,12.61,2.6,75.2,0.469,43.4883,0.0,0.0,0.0
0500000US19171,"Tama County, Iowa",19,171,0,685,467,1785,5088,6110,647,1029,16868,1968,13220,154,897,116,6,12,495,355,977,7042,4.1,68.2,11.2,38.1,3.8,76.8,9.6,6.2,14.8,11.7,78.4,0.9,5.3,0.7,0.0,0.1,2.9,2.1,8.5,89.1,0.3968,61.9344,0.0,0.0,0.0
0500000US19173,"Taylor County, Iowa",19,173,0,187,113,386,1743,1989,252,201,5868,476,5215,10,1,0,0,39,127,106,303,2538,3.2,60.4,6.9,37.1,2.9,69.4,10.1,3.5,11.0,8.1,88.9,0.2,0.0,0.0,0.0,0.7,2.2,1.81,7.4,91.5,0.4206,76.7569,0.0,0.0,0.0
0500000US19175,"Union County, Iowa",19,175,10,220,178,486,4088,4166,890,986,11993,460,11018,93,1,106,0,22,293,303,696,4797,1.8,80.9,4.3,41.9,4.0,76.8,17.4,8.3,12.4,3.8,91.9,0.8,0.0,0.9,0.0,0.2,2.4,2.53,8.5,89.9,0.4194,66.9426,0.0,0.0,0.0
0500000US19177,"Van Buren County, Iowa",19,177,0,45,21,1020,2397,2150,232,1249,7241,128,6833,31,4,3,0,70,172,84,721,2463,0.6,46.7,15.1,41.8,4.1,67.1,8.0,17.4,15.1,1.8,94.4,0.4,0.1,0.0,0.0,1.0,2.4,1.16,14.3,81.2,0.4884,76.197,0.0,0.0,0.0
0500000US19179,"Wapello County, Iowa",19,179,4,3510,2201,5034,10652,13305,2148,2553,35362,4748,26750,1054,7,579,857,54,1313,880,2745,14467,9.9,62.7,15.1,38.1,4.3,80.6,15.3,7.3,15.8,13.4,75.6,3.0,0.0,1.6,2.4,0.2,3.7,2.49,11.4,90.5,0.4426,64.4962,0.0,0.0,0.0
0500000US19181,"Warren County, Iowa",19,181,17,823,365,1511,13397,22691,1270,1090,54409,2020,50017,358,31,407,8,61,1507,1603,1187,22648,1.5,44.3,2.9,31.3,3.4,80.2,6.1,2.0,5.1,3.7,91.9,0.7,0.1,0.7,0.0,0.1,2.8,2.95,3.3,81.2,0.394,58.8292,0.0,0.0,0.0
0500000US19183,"Washington County, Iowa",19,183,5,730,414,1630,5774,8206,728,1687,22561,1749,20008,236,0,87,4,30,447,346,1003,9841,3.2,56.7,7.7,32.5,2.2,70.0,8.1,7.6,8.2,7.8,88.7,1.0,0.0,0.4,0.0,0.1,2.0,1.53,6.5,85.7,0.4287,60.9869,0.0,0.0,0.0
0500000US19185,"Wayne County, Iowa",19,185,0,61,38,499,1946,2226,264,821,6532,77,6122,12,0,6,0,0,315,118,398,2533,0.9,62.3,8.2,38.7,2.9,74.5,10.3,12.8,10.1,1.2,93.7,0.2,0.0,0.1,0.0,0.0,4.8,1.81,9.1,86.8,0.4778,76.7236,0.0,0.0,0.0
0500000US19187,"Webster County, Iowa",19,187,1,1119,905,1714,11398,14602,1691,2216,36886,2439,30940,1201,38,437,0,95,1736,2832,1731,15812,3.0,80.9,4.9,37.7,4.8,81.7,11.0,6.3,12.9,6.6,83.9,3.3,0.1,1.2,0.0,0.3,4.7,7.68,7.0,90.2,0.4427,64.4874,0.0,0.0,0.0
0500000US19189,"Winnebago County, Iowa",19,189,0,372,262,640,3183,3976,466,588,10583,619,9415,211,19,140,0,18,161,574,390,4426,3.5,70.4,6.3,36.7,3.0,74.8,10.0,5.6,11.2,5.8,89.0,2.0,0.2,1.3,0.0,0.2,1.5,5.42,5.3,85.4,0.4418,64.1496,0.0,0.0,0.0
0500000US19191,"Winneshiek County, Iowa",19,191,0,514,410,862,5663,8165,256,522,19873,612,18533,81,73,107,1,24,442,1759,513,8145,2.6,79.8,4.6,34.0,2.3,75.9,3.1,2.7,8.4,3.1,93.3,0.4,0.4,0.5,0.0,0.1,2.2,8.85,3.8,76.8,0.4441,53.208,0.0,0.0,0.0
0500000US19193,"Woodbury County, Iowa",19,193,38,11228,6768,18352,26944,43491,5147,7656,106247,20316,71279,5179,1431,2486,775,225,4556,2831,8432,46955,10.6,60.3,18.5,32.8,4.1,82.4,12.6,7.3,14.0,19.1,67.1,4.9,1.3,2.3,0.7,0.2,4.3,2.66,12.4,90.7,0.4363,60.0481,0.0,0.0,0.0
0500000US19195,"Worth County, Iowa",19,195,0,65,48,205,1883,2943,212,506,7350,258,6857,59,9,33,0,0,134,76,341,3215,0.9,73.8,2.9,31.7,3.5,75.1,6.7,7.0,8.2,3.5,93.3,0.8,0.1,0.4,0.0,0.0,1.8,1.03,6.4,83.8,0.3981,62.9492,0.0,0.0,0.0
0500000US19197,"Wright County, Iowa",19,197,0,837,719,1731,3918,4316,511,737,12791,2547,9662,56,8,58,0,174,286,198,715,4987,6.5,85.9,14.5,39.9,1.8,74.4,9.5,5.8,16.8,19.9,75.5,0.4,0.1,0.5,0.0,1.4,2.2,1.55,8.3,87.1,0.4667,66.7533,0.0,0.0,0.0
0500000US20001,"Allen County, Kansas",20,001,5,401,284,295,3722,3897,467,1174,12483,533,11048,352,68,46,55,8,373,450,496,5049,3.2,70.8,2.5,37.3,7.9,67.5,9.3,9.5,9.9,4.3,88.5,2.8,0.5,0.4,0.4,0.1,3.0,3.6,5.9,87.8,0.3985,71.9464,0.0,0.0,0.0
0500000US20003,"Anderson County, Kansas",20,003,0,33,29,580,2273,2520,167,727,7834,142,7123,83,7,0,0,0,479,115,628,2984,0.4,87.9,8.0,38.0,4.1,70.8,5.2,9.4,11.0,1.8,90.9,1.1,0.1,0.0,0.0,0.0,6.1,1.47,12.0,85.9,0.3488,79.082,0.0,1.0,0.0
0500000US20005,"Atchison County, Kansas",20,005,1,338,174,619,4873,6287,626,1410,16208,608,14053,567,11,51,0,38,880,1761,546,6174,2.1,51.5,4.0,37.4,4.6,80.7,10.9,8.8,13.0,3.8,86.7,3.5,0.1,0.3,0.0,0.2,5.4,10.87,5.5,82.7,0.4414,67.6912,0.0,0.0,0.0
0500000US20007,"Barber County, Kansas",20,007,4,11,8,33,989,1291,52,291,4069,258,3608,3,92,0,0,7,101,52,115,2046,0.3,72.7,0.9,30.6,1.2,58.2,2.8,7.2,11.8,6.3,88.7,0.1,2.3,0.0,0.0,0.2,2.5,1.28,4.1,93.0,0.4339,85.4378,0.0,0.0,0.0
0500000US20009,"Barton County, Kansas",20,009,7,1243,729,2192,7319,8870,724,2769,25097,4183,19811,159,42,50,0,44,808,455,1621,10371,5.0,58.6,9.3,37.1,3.9,74.4,7.0,11.2,15.4,16.7,78.9,0.6,0.2,0.2,0.0,0.2,3.2,1.81,9.5,87.9,0.4443,77.6254,0.0,0.0,0.0
0500000US20011,"Bourbon County, Kansas",20,011,6,258,150,398,4291,4937,455,1173,14394,452,12787,245,12,116,0,37,745,372,864,5391,1.8,58.1,3.0,38.3,5.3,75.4,7.8,8.3,13.6,3.1,88.8,1.7,0.1,0.8,0.0,0.3,5.2,2.58,9.2,83.6,0.4106,76.126,0.0,0.0,0.0
0500000US20013,"Brown County, Kansas",20,013,1,108,56,172,2683,3109,439,941,9343,435,7616,148,584,24,2,92,442,130,363,3768,1.2,51.9,2.0,37.0,5.2,71.6,11.6,10.2,13.8,4.7,81.5,1.6,6.3,0.3,0.0,1.0,4.7,1.39,5.6,87.8,0.4594,72.945,1.0,1.0,1.0
0500000US20015,"Butler County, Kansas",20,015,31,2756,1686,3014,19569,24940,1641,3907,68287,3992,58532,1292,335,1132,82,167,2755,3102,2520,28677,4.0,61.2,4.7,36.5,3.4,76.9,6.5,6.0,8.5,5.8,85.7,1.9,0.5,1.7,0.1,0.2,4.0,4.54,5.5,88.4,0.4228,69.5682,0.0,0.0,0.0
0500000US20017,"Chase County, Kansas",20,017,4,106,55,135,927,841,64,177,2561,216,2210,27,4,14,0,0,90,143,148,971,4.1,51.9,5.6,44.1,0.9,72.3,5.6,7.3,8.4,8.4,86.3,1.1,0.2,0.5,0.0,0.0,3.5,5.58,7.8,85.1,0.472,74.5554,0.0,0.0,0.0
0500000US20019,"Chautauqua County, Kansas",20,019,5,27,8,56,1258,1045,190,378,3370,167,2701,28,119,3,0,77,275,85,237,1241,0.8,29.6,1.8,45.7,3.6,72.6,14.0,11.4,14.9,5.0,80.1,0.8,3.5,0.1,0.0,2.3,8.2,2.52,9.8,88.6,0.4601,85.0688,0.0,0.0,0.0
0500000US20021,"Cherokee County, Kansas",20,021,8,255,70,373,5960,7045,1035,2160,19151,566,16337,155,388,100,43,136,1426,218,1406,8268,1.3,27.5,2.1,39.2,3.3,78.8,13.1,11.4,14.1,3.0,85.3,0.8,2.0,0.5,0.2,0.7,7.4,1.14,10.6,92.9,0.4229,75.5306,0.0,0.0,0.0
0500000US20023,"Cheyenne County, Kansas",20,023,0,121,93,154,780,795,47,327,2628,246,2292,3,11,0,5,0,71,36,207,989,4.6,76.9,6.2,37.4,2.5,62.5,3.9,12.6,17.0,9.4,87.2,0.1,0.4,0.0,0.2,0.0,2.7,1.37,10.8,79.1,0.4713,83.3333,0.0,0.0,0.0
0500000US20025,"Clark County, Kansas",20,025,0,31,16,77,579,651,38,131,1974,106,1724,0,18,7,0,6,113,38,110,768,1.6,51.6,4.1,37.4,2.8,69.1,4.8,6.8,9.9,5.4,87.3,0.0,0.9,0.4,0.0,0.3,5.7,1.93,8.1,83.1,0.4219,85.503,0.0,0.0,0.0
0500000US20027,"Clay County, Kansas",20,027,0,74,58,160,2655,2057,252,443,8048,284,7247,193,38,45,0,3,238,209,372,3264,0.9,78.4,2.1,41.3,1.0,56.1,7.2,5.7,13.4,3.5,90.0,2.4,0.5,0.6,0.0,0.0,3.0,2.6,6.5,88.5,0.4309,76.5864,0.0,0.0,0.0
0500000US20029,"Cloud County, Kansas",20,029,3,136,113,249,2583,2933,190,689,8898,343,7947,71,44,8,97,12,376,512,289,3918,1.5,83.1,3.0,36.7,2.5,67.5,5.0,7.9,10.0,3.9,89.3,0.8,0.5,0.1,1.1,0.1,4.2,5.75,4.9,91.1,0.4014,79.5157,0.0,1.0,0.0
0500000US20031,"Coffey County, Kansas",20,031,2,97,23,415,2768,2723,306,898,8308,321,7587,51,8,75,0,16,250,154,461,3352,1.2,23.7,5.2,40.9,6.4,73.0,8.6,11.0,10.7,3.9,91.3,0.6,0.1,0.9,0.0,0.2,3.0,1.85,7.7,92.0,0.3961,77.0162,0.0,0.0,0.0
0500000US20033,"Comanche County, Kansas",20,033,0,14,11,38,533,555,62,125,1729,35,1637,7,0,0,0,0,50,55,51,767,0.8,78.6,2.3,37.5,1.7,63.6,7.5,7.5,9.2,2.0,94.7,0.4,0.0,0.0,0.0,0.0,2.9,3.18,4.0,89.4,0.3932,83.1808,0.0,0.0,0.0
0500000US20035,"Cowley County, Kansas",20,035,11,1570,806,2020,11541,10956,1556,2706,34411,4184,26447,820,420,532,97,79,1832,2217,2139,13709,4.6,51.3,6.2,42.2,3.9,72.2,11.6,8.1,14.3,12.2,76.9,2.4,1.2,1.5,0.3,0.2,5.3,6.44,9.4,91.7,0.4778,69.3077,0.0,1.0,0.0
0500000US20037,"Crawford County, Kansas",20,037,46,1468,979,2138,10946,14739,1886,4992,39008,2936,32530,585,192,655,88,98,1924,1642,1803,17274,3.8,66.7,5.8,34.9,4.1,75.2,11.9,13.0,20.6,7.5,83.4,1.5,0.5,1.7,0.2,0.3,4.9,4.21,7.7,90.2,0.4643,61.7363,0.0,0.0,0.0
0500000US20039,"Decatur County, Kansas",20,039,2,58,41,70,847,748,68,140,2726,130,2467,31,13,0,0,13,72,54,126,982,2.1,70.7,2.7,38.8,4.1,58.3,5.1,5.2,12.7,4.8,90.5,1.1,0.5,0.0,0.0,0.5,2.6,1.98,5.9,77.3,0.4175,83.8154,0.0,0.0,0.0
0500000US20041,"Dickinson County, Kansas",20,041,6,173,91,725,5569,6310,458,1610,18445,1050,16312,18,17,44,0,69,935,296,811,7747,0.9,52.6,4.1,37.9,2.8,72.0,5.7,8.9,8.1,5.7,88.4,0.1,0.1,0.2,0.0,0.4,5.1,1.6,6.2,89.1,0.4039,76.706,0.0,0.0,0.0
0500000US20043,"Doniphan County, Kansas",20,043,3,117,56,183,2331,2866,204,474,7503,260,6606,223,17,8,8,2,379,657,369,3182,1.6,47.9,2.6,38.1,1.6,77.1,7.5,6.4,9.6,3.5,88.0,3.0,0.2,0.1,0.1,0.0,5.1,8.76,7.4,86.9,0.4132,81.0456,0.0,0.0,0.0
0500000US20045,"Douglas County, Kansas",20,045,46,7248,4306,10117,31389,49116,2652,9775,120302,8640,91455,5014,1185,5198,14,609,8187,8666,3161,49823,6.0,59.4,8.8,31.0,4.2,73.5,5.3,8.2,14.7,7.2,76.0,4.2,1.0,4.3,0.0,0.5,6.8,7.2,4.4,75.9,0.4628,30.1907,0.0,0.0,0.0
0500000US20047,"Edwards County, Kansas",20,047,0,334,251,507,930,807,52,285,2779,633,2014,4,19,0,0,0,109,54,252,1067,12.0,75.1,19.4,41.7,6.8,66.8,4.5,10.5,18.9,22.8,72.5,0.1,0.7,0.0,0.0,0.0,3.9,1.94,12.8,89.7,0.4537,82.1119,0.0,0.0,0.0
0500000US20049,"Elk County, Kansas",20,049,1,24,9,52,935,638,73,182,2453,110,2144,2,16,6,0,24,151,12,162,831,1.0,37.5,2.2,47.4,2.0,62.9,7.3,7.4,10.4,4.5,87.4,0.1,0.7,0.2,0.0,1.0,6.2,0.49,9.3,83.9,0.3945,83.9312,0.0,0.0,0.0
0500000US20051,"Ellis County, Kansas",20,051,2,700,467,1709,6602,11564,736,2096,28920,2110,25118,367,51,452,11,14,797,1634,885,13810,2.4,66.7,6.2,28.0,3.2,70.3,6.0,7.3,18.3,7.3,86.9,1.3,0.2,1.6,0.0,0.0,2.8,5.65,5.1,85.1,0.489,72.1116,0.0,1.0,0.0
0500000US20053,"Ellsworth County, Kansas",20,053,3,103,70,156,2650,1830,164,197,6360,387,5330,216,10,29,0,10,378,1069,289,2315,1.6,68.0,2.6,49.2,2.6,68.7,6.7,3.7,10.4,6.1,83.8,3.4,0.2,0.5,0.0,0.2,5.9,16.81,5.8,87.9,0.4659,75.3445,0.0,0.0,0.0
0500000US20055,"Finney County, Kansas",20,055,2,9111,4998,16321,8690,14690,1503,4792,38084,20246,14093,1672,47,1470,26,15,515,724,6394,17247,23.9,54.9,46.5,30.8,4.1,78.5,11.4,12.7,11.1,53.2,37.0,4.4,0.1,3.9,0.1,0.0,1.4,1.9,28.2,93.6,0.3922,66.4626,0.0,1.0,0.0
0500000US20057,"Ford County, Kansas",20,057,13,8537,5893,14921,7381,13251,870,5356,34074,20130,12065,802,16,317,0,122,622,724,4757,15438,25.1,69.0,47.8,29.3,5.1,78.8,7.4,15.9,14.0,59.1,35.4,2.4,0.0,0.9,0.0,0.4,1.8,2.12,23.5,93.9,0.4006,68.2879,0.0,0.0,0.0
0500000US20059,"Franklin County, Kansas",20,059,4,530,298,814,7070,10487,594,2056,26106,1264,23210,278,144,160,33,42,975,638,1293,11028,2.0,56.2,3.3,33.9,3.0,78.7,5.7,7.9,8.7,4.8,88.9,1.1,0.6,0.6,0.1,0.2,3.7,2.44,7.3,84.8,0.3755,69.0353,0.0,1.0,0.0
0500000US20061,"Geary County, Kansas",20,061,26,2748,1081,4475,7228,8031,1297,2353,35815,6050,19661,5142,150,1008,373,139,3292,961,1377,14288,7.7,39.3,14.1,28.6,6.9,66.3,9.2,7.7,18.0,16.9,54.9,14.4,0.4,2.8,1.0,0.4,9.2,2.68,7.0,84.8,0.3884,57.7104,0.0,0.0,0.0
0500000US20063,"Gove County, Kansas",20,063,1,41,18,36,715,862,31,159,2799,47,2624,14,0,23,0,8,83,37,102,1157,1.5,43.9,1.4,32.9,2.6,60.8,2.7,5.8,5.1,1.7,93.7,0.5,0.0,0.8,0.0,0.3,3.0,1.32,5.4,82.8,0.4395,87.894,0.0,0.0,0.0
0500000US20065,"Graham County, Kansas",20,065,1,13,0,29,760,705,74,117,2389,94,2085,109,0,16,6,2,77,40,89,950,0.5,0.0,1.3,38.9,5.0,62.1,6.2,5.0,14.8,3.9,87.3,4.6,0.0,0.7,0.3,0.1,3.2,1.67,5.2,85.2,0.4248,81.9736,0.0,0.0,0.0
0500000US20067,"Grant County, Kansas",20,067,7,1809,1116,3017,1853,2862,34,1163,7229,3858,3183,13,48,9,0,3,115,53,997,3112,25.0,61.7,45.2,34.7,0.7,82.6,1.4,16.2,9.3,53.4,44.0,0.2,0.7,0.1,0.0,0.0,1.6,0.73,22.2,90.8,0.4029,80.7658,0.0,0.0,0.0
0500000US20069,"Gray County, Kansas",20,069,1,591,465,1004,1388,1956,46,648,5701,949,4529,0,4,36,0,12,171,85,760,2566,10.4,78.7,19.0,32.1,2.7,68.3,2.2,11.5,8.5,16.6,79.4,0.0,0.1,0.6,0.0,0.2,3.0,1.49,21.2,91.1,0.411,83.7665,0.0,0.0,0.0
0500000US20071,"Greeley County, Kansas",20,071,0,106,48,169,272,413,11,132,1304,220,1062,2,5,0,0,0,15,24,95,488,8.1,45.3,14.0,28.7,0.1,61.2,2.0,10.3,7.1,16.9,81.4,0.2,0.4,0.0,0.0,0.0,1.2,1.84,11.3,73.4,0.355,86.0034,0.0,0.0,0.0
0500000US20073,"Greenwood County, Kansas",20,073,0,38,28,131,2008,1900,324,527,5919,234,5380,44,75,0,0,6,180,89,299,2424,0.6,73.7,2.3,41.4,3.4,69.2,12.2,9.0,13.9,4.0,90.9,0.7,1.3,0.0,0.0,0.1,3.0,1.5,6.9,89.3,0.4969,79.7157,0.0,0.0,0.0
0500000US20075,"Hamilton County, Kansas",20,075,1,544,481,951,582,848,22,624,2471,1088,1341,1,0,0,0,0,41,11,281,937,22.0,88.4,41.5,33.7,3.1,76.4,2.9,25.4,7.0,44.0,54.3,0.0,0.0,0.0,0.0,0.0,1.7,0.45,20.1,85.4,0.4067,82.3313,0.0,0.0,0.0
0500000US20077,"Harper County, Kansas",20,077,0,105,93,133,1876,1741,217,451,5400,436,4647,45,15,15,0,17,225,185,333,1959,1.9,88.6,2.6,44.6,2.0,76.1,9.8,8.5,17.3,8.1,86.1,0.8,0.3,0.3,0.0,0.3,4.2,3.43,9.2,87.0,0.4511,81.0959,0.0,0.0,0.0
0500000US20079,"Harvey County, Kansas",20,079,7,1312,677,2564,9261,13086,785,2889,33756,4129,27409,477,60,380,0,89,1212,1293,1710,14343,3.9,51.6,8.0,34.6,4.8,78.7,5.7,8.7,8.2,12.2,81.2,1.4,0.2,1.1,0.0,0.3,3.6,3.83,7.4,87.6,0.3765,59.6233,0.0,0.0,0.0
0500000US20081,"Haskell County, Kansas",20,081,1,860,591,1178,1083,1183,38,626,3641,1126,2403,17,22,0,0,0,73,50,571,1369,23.6,68.7,35.0,38.9,3.6,72.1,2.7,17.4,11.2,30.9,66.0,0.5,0.6,0.0,0.0,0.0,2.0,1.37,24.7,85.5,0.3882,81.7684,0.0,1.0,0.0
0500000US20083,"Hodgeman County, Kansas",20,083,0,22,12,55,490,493,30,73,1652,76,1520,6,1,0,0,12,37,21,52,636,1.3,54.5,3.5,38.3,0.6,62.7,4.3,4.5,6.3,4.6,92.0,0.4,0.1,0.0,0.0,0.7,2.2,1.27,4.4,82.6,0.4058,84.5756,0.0,0.0,0.0
0500000US20085,"Jackson County, Kansas",20,085,0,432,378,621,3870,4504,348,949,13341,768,10887,98,693,64,9,35,787,201,563,5576,3.2,87.5,5.0,37.0,1.8,69.5,6.9,7.2,6.1,5.8,81.6,0.7,5.2,0.5,0.1,0.3,5.9,1.51,6.3,86.7,0.3883,70.3892,0.0,1.0,0.0
0500000US20087,"Jefferson County, Kansas",20,087,3,179,92,354,5269,6776,222,974,18349,648,16710,82,79,45,3,49,733,194,738,7904,1.0,51.4,2.0,35.2,2.4,71.9,3.0,5.4,5.6,3.5,91.1,0.4,0.4,0.2,0.0,0.3,4.0,1.06,5.6,85.5,0.3958,67.4323,0.0,0.0,0.0
0500000US20089,"Jewell County, Kansas",20,089,0,48,37,69,935,858,62,183,2916,83,2679,21,6,8,0,0,119,27,130,1202,1.6,77.1,2.5,39.9,1.3,61.7,4.7,6.3,10.6,2.8,91.9,0.7,0.2,0.3,0.0,0.0,4.1,0.93,6.0,88.2,0.4533,87.0394,0.0,1.0,0.0
